qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_109_length_8775_cov_329.170816	951	8775	1	951	120	1070	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
CP032289_00012|rep_cluster_2288	NODE_23_length_51547_cov_10.937082	747	51547	1	695	17813	18507	695	47	93.237	93.0	93.0	plus	0.0	1024	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_58_length_23662_cov_5.454017	1113	23662	1	1113	7012	8123	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
NZ_AFDA02000006_00006|MOBP	NODE_121_length_6177_cov_351.515795	604	6177	1	604	2179	3990	604	0	100.0	100.0	100.0	plus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_129_length_5282_cov_15.279954	972	5282	1	972	1442	4357	972	11	98.868	100.0	100.0	minus	0.0	1890	relaxase
NC_017163_00021|MOBF	NODE_141_length_4829_cov_5.050740	1091	4829	1	1091	1245	4517	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NC_010606_00076|MPF_T	NODE_105_length_9654_cov_6.781371	908	9654	1	908	1016	3739	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_105_length_9654_cov_6.781371	214	9654	1	214	3752	4393	214	0	100.0	100.0	100.0	minus	1.07e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_105_length_9654_cov_6.781371	438	9654	1	438	5424	6737	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_105_length_9654_cov_6.781371	240	9654	1	240	6750	7469	240	0	100.0	100.0	100.0	minus	3.77e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_154_length_3270_cov_5.001892	719	3270	1	622	1403	3268	622	2	99.678	87.0	87.0	plus	0.0	1287	mate-pair-formation
NC_017163_00053|MPF_F	NODE_58_length_23662_cov_5.454017	1000	23662	1	1000	13799	16798	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_58_length_23662_cov_5.454017	475	23662	1	475	16817	18241	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_58_length_23662_cov_5.454017	685	23662	1	685	19451	21505	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_58_length_23662_cov_5.454017	235	23662	1	235	21505	22209	235	0	100.0	100.0	100.0	minus	5.5e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_58_length_23662_cov_5.454017	347	23662	1	347	22227	23267	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
