sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR8024947	chromosome			NODE_22_length_44334_cov_17.676606	44334	0.4047909053999188	8d1bf026a877ab64829aa01f5f87e8cd	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	22282	23763						
ERR8024947	chromosome			NODE_151_length_5092_cov_127.386792	5092	0.4988216810683425	e9b94ac2f2f282f95b1753d57c8faeff	01399	CP016586.1	16s-rRNA	16S	1554	1	1544	10	1548						
ERR8024947	plasmid	AC935	AM305	NODE_11_length_60668_cov_23.225280	60668	0.43093558383332237	42511f5705328cd24784048a692d3f40	00596	JX076770	ISAba21	IS3	1274	1	1274	44791	46064	1274	plus	100.0	100.0	0.0	2353
ERR8024947	plasmid	AC935	AM305	NODE_11_length_60668_cov_23.225280	60668	0.43093558383332237	42511f5705328cd24784048a692d3f40	00962	CP024418	ISAba12	IS5	1039	1	1039	47597	48641	1045	plus	100.0	95.981	0.0	1692
ERR8024947	plasmid	AC935	AM305	NODE_17_length_48979_cov_22.917471	48979	0.3817554462116417	f69fa0b9ca89437b466410a38b97d273	01201	JX072963	ISAba11	IS701	1101	1	1101	26182	27282	1101	minus	100.0	98.183	0.0	1923
ERR8024947	plasmid	AC935	AM305	NODE_70_length_19419_cov_17.866822	19419	0.4298367578145116	5f52317faceb8f9893de4680a33fcbee	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	14133	15614	1486	minus	100.0	90.242	0.0	1934
ERR8024947	plasmid	AC935	AM305	NODE_205_length_1672_cov_20.448824	1672	0.43361244019138756	0c187182bfef9cb301a055f316136b97	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	1	1482	1485	plus	100.0	91.044	0.0	2001
ERR8024947	plasmid	AC935	AM305	NODE_206_length_1633_cov_8.360495	1633	0.39069197795468463	44e576d850c3986f4652f686f5b439c6	00516	MF399199	ISMca3	IS3	1309	90	1309	414	1633	1220	minus	93.0	94.672	0.0	1893
ERR8024947	plasmid	AC935	AM305	NODE_213_length_1318_cov_88.168171	1318	0.3937784522003035	9230d02ed97ab1aea288ba86b51d7a7f	00345	CP001182	ISAba26	IS256	1318	1	1318	1	1318	1318	plus	100.0	99.848	0.0	2423
ERR8024947	plasmid	AC935	AM305	NODE_225_length_1039_cov_86.631915	1039	0.4080846968238691	d49deaf894145c7e8f47ecee413e4e67	00965	EU850412	ISAha3	IS5	1040	1	1039	1	1039	1043	plus	99.0	81.112	0.0	828
ERR8024947	plasmid	AC935	AM305	NODE_224_length_1039_cov_524.671277	1039	0.39846005774783444	37442d0e63416622680ccbb955792a05	00966	CP001182	ISAlw1	IS5	1039	1	1039	1	1039	1042	plus	100.0	84.741	0.0	1038
ERR8024947	plasmid	AE271	AO017	NODE_118_length_9554_cov_16.097071	9554	0.38455097341427674	81731a0567700c7b5158e7bf12ead03e	00966	CP001182	ISAlw1	IS5	1039	1	1039	8419	9455	1042	plus	100.0	82.438	0.0	904
