qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_21_length_66421_cov_33.907874	1113	66421	1	1113	37000	38111	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_38_length_7639_cov_76.730637	951	7639	1	951	478	1428	951	1	99.895	100.0	100.0	minus	0.0	1751	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_38_length_7639_cov_76.730637	576	7639	387	576	7450	7639	190	0	100.0	33.0	100.0	minus	2.61e-97	351	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_39_length_7636_cov_17.432002	930	7636	176	930	6783	7537	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NC_017163_00021|MOBF	NODE_21_length_66421_cov_33.907874	1091	66421	1	1091	1790	5062	1091	3	99.725	100.0	100.0	minus	0.0	2199	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_40_length_7283_cov_19.267400	300	7283	1	300	4785	5684	300	19	93.667	100.0	100.0	minus	0.0	592	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_43_length_5259_cov_163.861240	307	5259	1	307	1557	2477	307	0	100.0	100.0	100.0	plus	0.0	589	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_50_length_1579_cov_11.381081	284	1579	1	284	252	1103	284	39	86.268	100.0	100.0	minus	0.0	515	relaxase
NZ_AFDA02000009_00109|MPF_I	NODE_16_length_98339_cov_18.433235	272	98339	1	272	73315	74130	272	0	100.0	100.0	100.0	minus	4.28e-175	533	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_16_length_98339_cov_18.433235	238	98339	1	238	80901	81614	238	0	100.0	100.0	100.0	plus	5.58e-143	439	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_16_length_98339_cov_18.433235	376	98339	1	376	81635	82762	376	0	100.0	100.0	100.0	plus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_16_length_98339_cov_18.433235	912	98339	1	912	92051	94786	912	0	100.0	100.0	100.0	plus	0.0	1713	mate-pair-formation
NC_017163_00020|MPF_T	NODE_21_length_66421_cov_33.907874	719	66421	1	719	5077	7233	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
NC_017163_00053|MPF_F	NODE_21_length_66421_cov_33.907874	1000	66421	1	1000	43787	46786	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_21_length_66421_cov_33.907874	475	66421	1	475	46805	48229	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_21_length_66421_cov_33.907874	685	66421	1	685	49439	51493	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_21_length_66421_cov_33.907874	235	66421	1	235	51493	52197	235	0	100.0	100.0	100.0	minus	5.91e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_21_length_66421_cov_33.907874	347	66421	1	347	52215	53255	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_21_length_66421_cov_33.907874	212	66421	1	212	53255	53890	212	0	100.0	100.0	100.0	minus	1.27e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_21_length_66421_cov_33.907874	908	66421	1	908	54820	57543	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_21_length_66421_cov_33.907874	214	66421	1	214	57556	58197	214	0	100.0	100.0	100.0	minus	1.17e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_21_length_66421_cov_33.907874	438	66421	1	438	59228	60541	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_21_length_66421_cov_33.907874	240	66421	1	240	60554	61273	240	0	100.0	100.0	100.0	minus	4.16e-151	462	mate-pair-formation
