sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR4999577	chromosome			NODE_15_length_101818_cov_24.435268	101818	0.4063230470054411	d41409a0a1317249d1f6ccd5126597e2	00966	CP001182	ISAlw1	IS5	1039	1	1039	72239	73277						
ERR4999577	chromosome			NODE_50_length_5603_cov_14.751817	5603	0.3971086917722649	0df5e965e987033ad0ffc68d05acdd69	00822	KF978125	ISPa13	IS4	3729	1	2332	1146	3477						
ERR4999577	chromosome			NODE_51_length_5560_cov_141.257279	5560	0.48776978417266187	dbc4f56d2474bc7f4acb7fb23a975d79	01399	CP016586.1	16s-rRNA	16S	1554	1	1544	173	1711						
ERR4999577	chromosome			NODE_71_length_1403_cov_47.463957	1403	0.43763364219529577	f7a3fb4068f9d13fe95973ada00ca6b6	01361	KY617771	ISAjo2	ISNCY	1482	1	1403	1	1403						
ERR4999577	plasmid	AC716	AM018	NODE_47_length_7426_cov_12.006005	7426	0.5509022353891732	8a7ac92c025bcfa2f38139438b81c295	01315	CP022426	ISStma11	ISL3	4426	58	1840	1851	3637	1799	plus	40.0	82.046	0.0	1507
ERR4999577	plasmid	AC716	AM018	NODE_47_length_7426_cov_12.006005	7426	0.5509022353891732	8a7ac92c025bcfa2f38139438b81c295	01315	CP022426	ISStma11	ISL3	4426	1962	3351	3708	5097	1398	plus	31.0	85.122	0.0	1415
ERR4999577	plasmid	AC716	AM018	NODE_58_length_3208_cov_13.732711	3208	0.4445137157107232	f9b50fb2c51ff0b2223314de7ad7ec20	01381	MF399199	ISAcsp1	Tn3	3736	276	3483	1	3208	3208	plus	86.0	100.0	0.0	5925
ERR4999577	plasmid	AC716	AM018	NODE_60_length_2594_cov_74.688176	2594	0.46838858905165764	83590ecbb30b2e6b5774d0a412fef51a	01166	JX441323	ISAba17	IS66	2491	973	2491	1076	2594	1521	plus	61.0	88.626	0.0	1847
ERR4999577	plasmid	AC716	AM018	NODE_74_length_1282_cov_148.061708	1282	0.38221528861154447	3334b54892cc99baa88c5c538fd8d9af	00418	KF702385	ISAba14	IS3	1283	1	1282	1	1282	1282	minus	99.0	99.844	0.0	2357
ERR4999577	plasmid	AC716	AM018	NODE_77_length_1103_cov_77.086653	1103	0.34088848594741616	8ffda8d69afa8242e153bbbe275df539	01201	JX072963	ISAba11	IS701	1101	1	1101	3	1103	1101	plus	100.0	98.638	0.0	1951
ERR4999577	plasmid	AC716	AM018	NODE_78_length_1087_cov_100.003036	1087	0.3689052437902484	bf32ead907cf7f3f6873b0250a239dd7	00704	KF702385	ISAba125	IS30	2175	1089	2175	1	1087	1087	minus	50.0	99.908	0.0	2002
ERR4999577	plasmid	AC973		NODE_31_length_16910_cov_48.431146	16910	0.41927853341218213	1c20cbeaec187e3c9aafc06f9c32a25c	01314	CP002457	ISPpu12	ISL3	3372	1	3372	11739	15111	3375	minus	100.0	95.97	0.0	5474
ERR4999577	plasmid	AC973		NODE_49_length_5977_cov_46.788534	5977	0.3667993768391899	91a167edd3516f3888e2994b178abd38	00965	EU850412	ISAha3	IS5	1040	1	1039	509	1547	1043	minus	99.0	80.633	0.0	800
