qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_2_length_70396_cov_54.195656	1113	70396	1	1113	21069	22180	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_78_length_8830_cov_877.332379	951	8830	1	951	351	1301	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_78_length_8830_cov_877.332379	576	8830	237	576	8514	8830	340	0	93.235	59.0	100.0	minus	9.89e-136	479	replicon
NC_017163_00021|MOBF	NODE_2_length_70396_cov_54.195656	1091	70396	1	1091	56402	59674	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NC_017163_00053|MPF_F	NODE_2_length_70396_cov_54.195656	1000	70396	1	1000	27856	30855	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_2_length_70396_cov_54.195656	475	70396	1	475	30874	32298	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_2_length_70396_cov_54.195656	685	70396	1	685	33508	35562	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_2_length_70396_cov_54.195656	235	70396	1	235	35562	36266	235	0	100.0	100.0	100.0	minus	5.13e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_2_length_70396_cov_54.195656	347	70396	1	347	36284	37324	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_2_length_70396_cov_54.195656	212	70396	1	212	37324	37959	212	0	100.0	100.0	100.0	minus	1.11e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_2_length_70396_cov_54.195656	908	70396	1	908	38889	41612	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_2_length_70396_cov_54.195656	214	70396	1	214	41625	42266	214	0	100.0	100.0	100.0	minus	1.02e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_2_length_70396_cov_54.195656	438	70396	1	438	43297	44610	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_2_length_70396_cov_54.195656	240	70396	1	240	44623	45342	240	0	100.0	100.0	100.0	minus	3.61e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_2_length_70396_cov_54.195656	719	70396	1	719	59689	61845	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
