sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
ERR10794316	chromosome	-	-	NODE_10_length_186628_cov_9.129224	186628	0.394447778468397	56f3b8a4637e3274f82710b59d192b42	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_11_length_161071_cov_9.647144	161071	0.39706092344369875	ed53acd8a5a4f2e4677cecff5fab5726	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_12_length_139657_cov_8.247374	139657	0.3834394265951581	700565dc3682957b884948fb7cdf5c98	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_13_length_134781_cov_7.756062	134781	0.39110111959400806	152b77cfb8e183de31dd90d3221951d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_14_length_102340_cov_7.505433	102340	0.3806429548563611	57cdd867098405eb242b1c1b21784ca1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_15_length_100806_cov_9.276158	100806	0.3951649703390671	15798f3d62ac944e8635ae8670791baa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	plasmid	AE271	AO017	NODE_16_length_75910_cov_7.173392	75910	0.3704123303912528	ef70b2c8515b2582c0e17cc4aae833d5	not tested	-	-	-	-	-	-	-	-	-	CP039931	0.0209501	Acinetobacter baumannii	-	-	-
ERR10794316	chromosome	-	-	NODE_17_length_50259_cov_10.247807	50259	0.3848862890228616	72935c0823d6ed2997369f5faa2ade7d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_18_length_46545_cov_6.467166	46545	0.40476957782790846	7801db4433d093f70bae9eb29992883d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_19_length_40569_cov_6.678224	40569	0.3886218541250709	866ddd7fce0fa9c46ded754b470adaee	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_1_length_424277_cov_7.909969	424277	0.3920434056053003	01b5aaddaba5682dd1097dfdac70c7f6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10794316	chromosome	-	-	NODE_20_length_29263_cov_8.854135	29263	0.38690496531456103	cc202f151a1a6c45c7c83b28c6f0c69a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
