qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001341__NC_013277_00009|rep_cluster_1906	NODE_108_length_8798_cov_236.238648	570	8798	1	570	1617	2186	570	0	100.0	100.0	100.0	minus	0.0	1053	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_143_length_7636_cov_17.838265	930	7636	176	930	6783	7537	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NZ_AEOZ01000236_00020|MOBQ	NODE_108_length_8798_cov_236.238648	958	8798	1	297	6008	6898	297	0	100.0	31.0	94.0	plus	0.0	632	relaxase
NZ_AEOZ01000236_00020|MOBQ	NODE_108_length_8798_cov_236.238648	958	8798	308	907	6997	8796	600	0	100.0	63.0	94.0	plus	0.0	1233	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_324_length_4278_cov_32.779612	300	4278	1	300	1601	2500	300	19	93.667	100.0	100.0	plus	0.0	592	relaxase
NZ_AEOZ01000236_00018|MPF_T	NODE_108_length_8798_cov_236.238648	360	8798	20	360	4115	5137	341	0	100.0	95.0	95.0	plus	0.0	556	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_551_length_2276_cov_21.058797	272	2276	1	272	970	1785	272	0	100.0	100.0	100.0	plus	0.0	533	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_9_length_20458_cov_22.630679	912	20458	1	912	588	3323	912	0	100.0	100.0	100.0	minus	0.0	1713	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_9_length_20458_cov_22.630679	376	20458	1	376	12612	13739	376	0	100.0	100.0	100.0	minus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_9_length_20458_cov_22.630679	238	20458	1	238	13760	14473	238	0	100.0	100.0	100.0	minus	5.2e-143	439	mate-pair-formation
