qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_122_length_8830_cov_79.958768	951	8830	1	951	2711	3661	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
002191__CP004359_00001|rep_cluster_718	NODE_234_length_1854_cov_3.319658	1122	1854	1	1122	56	1177	1122	9	99.198	100.0	100.0	minus	0.0	2023	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_75_length_17680_cov_17.199534	930	17680	176	930	16778	17532	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NC_017163_00021|MOBF	NODE_172_length_4636_cov_5.907869	1091	4636	1	1091	246	3518	1091	3	99.725	100.0	100.0	plus	0.0	2200	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_71_length_18662_cov_16.705867	284	18662	1	284	16858	17709	284	39	86.268	100.0	100.0	plus	1.02e-168	515	relaxase
NC_017163_00020|MPF_T	NODE_194_length_3160_cov_6.152891	719	3160	1	622	3	1868	622	2	99.678	87.0	87.0	minus	0.0	1287	mate-pair-formation
NC_017163_00053|MPF_F	NODE_55_length_23264_cov_8.688539	1000	23264	1	1000	3520	6519	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_55_length_23264_cov_8.688539	475	23264	1	475	6538	7962	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_55_length_23264_cov_8.688539	685	23264	1	685	9172	11226	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_55_length_23264_cov_8.688539	235	23264	1	235	11226	11930	235	0	100.0	100.0	100.0	minus	5.39e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_55_length_23264_cov_8.688539	347	23264	1	347	11948	12988	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_55_length_23264_cov_8.688539	212	23264	1	212	12988	13623	212	0	100.0	100.0	100.0	minus	1.16e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_55_length_23264_cov_8.688539	908	23264	1	908	14553	17276	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_55_length_23264_cov_8.688539	214	23264	1	214	17289	17930	214	0	100.0	100.0	100.0	minus	1.07e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_55_length_23264_cov_8.688539	438	23264	1	438	18961	20274	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_55_length_23264_cov_8.688539	240	23264	1	240	20287	21006	240	0	100.0	100.0	100.0	minus	3.8e-151	462	mate-pair-formation
