qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000676__CU468233_00017|rep_cluster_1357	NODE_60_length_12525_cov_37.139224	897	12525	1	897	7575	8471	897	33	96.321	100.0	100.0	plus	0.0	1474	replicon
000453__KU549174_00001|rep_cluster_1172	NODE_64_length_11395_cov_36.822946	951	11395	1	951	5406	6356	951	1	99.895	100.0	100.0	plus	0.0	1751	replicon
CP032270_00001|rep_cluster_1254	NODE_69_length_9164_cov_30.686817	930	9164	1	930	1491	2420	930	4	99.57	100.0	100.0	minus	0.0	1696	replicon
NZ_CM001803_00063|MOBP	NODE_1_length_311415_cov_29.949906	283	311415	1	283	25472	26320	283	23	91.873	100.0	100.0	plus	0.0	555	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_63_length_11791_cov_18.843825	300	11791	1	300	760	1659	300	16	94.667	100.0	100.0	minus	0.0	593	relaxase
LN865144_00010|MOBQ	NODE_64_length_11395_cov_36.822946	477	11395	1	477	3425	4858	478	55	88.285	100.0	100.0	plus	0.0	884	relaxase
CP032270_00014|MOBQ	NODE_69_length_9164_cov_30.686817	478	9164	1	478	2978	4411	478	4	99.163	100.0	100.0	minus	0.0	957	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_6_length_110002_cov_23.506483	300	110002	135	276	101	526	142	4	97.183	47.0	91.0	minus	1.76e-147	285	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_6_length_110002_cov_23.506483	300	110002	1	131	550	957	136	10	88.971	44.0	91.0	minus	1.76e-147	253	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_71_length_8508_cov_19.635510	300	8508	1	300	3144	4043	300	13	95.667	100.0	100.0	minus	0.0	600	relaxase
CP016901_00002|MOBP	NODE_80_length_4840_cov_78.524784	633	4840	1	631	1813	3708	633	36	93.839	99.0	99.0	plus	0.0	1167	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_97_length_1274_cov_48.663830	284	1274	1	284	46	897	284	39	86.268	100.0	100.0	minus	0.0	515	relaxase
