qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001339__KY202458_00009|rep_cluster_1903	NODE_180_length_6917_cov_895.853476	576	6917	1	576	350	902	576	0	96.007	100.0	100.0	plus	0.0	915	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_2_length_57481_cov_47.585654	1113	57481	1	1113	35627	36738	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
NC_017163_00021|MOBF	NODE_2_length_57481_cov_47.585654	1091	57481	1	1091	118	3390	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_7_length_32032_cov_4.509895	284	32032	1	284	206	1057	284	39	86.268	100.0	100.0	minus	9.999999999999999e-169	515	relaxase
NC_017163_00020|MPF_T	NODE_223_length_5767_cov_37.349153	719	5767	1	717	3615	5765	717	4	99.442	99.0	99.0	plus	0.0	1433	mate-pair-formation
NC_010606_00071|MPF_F	NODE_2_length_57481_cov_47.585654	240	57481	1	240	12465	13184	240	0	100.0	100.0	100.0	plus	3.71e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_2_length_57481_cov_47.585654	438	57481	1	438	13197	14510	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_2_length_57481_cov_47.585654	214	57481	1	214	15541	16182	214	0	100.0	100.0	100.0	plus	1.05e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_2_length_57481_cov_47.585654	908	57481	1	908	16195	18918	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_2_length_57481_cov_47.585654	212	57481	1	212	19848	20483	212	0	100.0	100.0	100.0	plus	1.14e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_2_length_57481_cov_47.585654	347	57481	1	347	20483	21523	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_2_length_57481_cov_47.585654	235	57481	1	235	21541	22245	235	0	100.0	100.0	100.0	plus	5.26e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_2_length_57481_cov_47.585654	685	57481	1	685	22245	24299	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_2_length_57481_cov_47.585654	475	57481	1	475	25509	26933	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_2_length_57481_cov_47.585654	1000	57481	1	1000	26952	29951	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
