sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR5000204	chromosome			NODE_18_length_60278_cov_56.119776	60278	0.40480772421115496	449fed59e74aa0032967dff95c050870	00966	CP001182	ISAlw1	IS5	1039	1	1039	30699	31737						
ERR5000204	chromosome			NODE_23_length_45049_cov_57.093215	45049	0.4027836355967946	77346857873cb618c12543f0ddbec6fd	01201	JX072963	ISAba11	IS701	1101	1	1101	9591	10691						
ERR5000204	chromosome			NODE_130_length_5257_cov_359.189996	5257	0.491535096062393	79dd6441de23d0c3896fb670e4ddd107	01399	CP016586.1	16s-rRNA	16S	1554	1	1544	173	1711						
ERR5000204	chromosome			NODE_135_length_4331_cov_49.387996	4331	0.4243823597321635	fe493f83497b638fe9b56c0b670be8f8	00822	KF978125	ISPa13	IS4	3729	1	2329	677	3005						
ERR5000204	chromosome			NODE_180_length_1403_cov_92.643405	1403	0.43763364219529577	1a87539729e65c51b255aec0043a899b	01361	KY617771	ISAjo2	ISNCY	1482	1	1403	1	1403						
ERR5000204	plasmid	AC973		NODE_21_length_46186_cov_54.012910	46186	0.385289914692764	34424dc2c7df8e88c0e2bc26356c14f1	00962	CP024418	ISAba12	IS5	1039	1	1039	1544	2582	1039	minus	100.0	96.92	0.0	1742
ERR5000204	plasmid	AC973		NODE_68_length_22318_cov_65.927675	22318	0.406846491621113	f2e2b1baf3e75db34a609a19c963b1c4	01314	CP002457	ISPpu12	ISL3	3372	1	3372	1802	5174	3375	plus	100.0	95.97	0.0	5474
ERR5000204	plasmid	AC973		NODE_68_length_22318_cov_65.927675	22318	0.406846491621113	f2e2b1baf3e75db34a609a19c963b1c4	00962	CP024418	ISAba12	IS5	1039	1	1039	16443	17481	1039	minus	100.0	100.0	0.0	1919
ERR5000204	plasmid	AC973		NODE_68_length_22318_cov_65.927675	22318	0.406846491621113	f2e2b1baf3e75db34a609a19c963b1c4	00965	EU850412	ISAha3	IS5	1040	1	1039	17626	18664	1043	minus	99.0	80.633	0.0	800
ERR5000204	plasmid	AC973		NODE_119_length_7426_cov_25.953460	7426	0.5509022353891732	8a7ac92c025bcfa2f38139438b81c295	01315	CP022426	ISStma11	ISL3	4426	58	1840	1851	3637	1799	plus	40.0	82.046	0.0	1507
ERR5000204	plasmid	AC973		NODE_119_length_7426_cov_25.953460	7426	0.5509022353891732	8a7ac92c025bcfa2f38139438b81c295	01315	CP022426	ISStma11	ISL3	4426	1962	3351	3708	5097	1398	plus	31.0	85.122	0.0	1415
ERR5000204	plasmid	AC973		NODE_188_length_1282_cov_304.115807	1282	0.38221528861154447	4ee201b5a43f61cad9bcf6eb4ff6ca88	00418	KF702385	ISAba14	IS3	1283	1	1282	1	1282	1282	plus	99.0	99.844	0.0	2357
ERR5000204	plasmid	AB082	AJ649	NODE_202_length_1087_cov_146.871457	1087	0.3689052437902484	bf32ead907cf7f3f6873b0250a239dd7	00704	KF702385	ISAba125	IS30	2175	1089	2175	1	1087	1087	minus	50.0	99.908	0.0	2002
ERR5000204	plasmid	AC716	AM018	NODE_114_length_8556_cov_55.797329	8556	0.4255646210240038	f7c71cc37339c2f1bc42c60ebc1d147f	01381	MF399199	ISAcsp1	Tn3	3736	1	3736	4819	8554	3736	plus	100.0	100.0	0.0	6900
ERR5000204	plasmid	AC716	AM018	NODE_157_length_2594_cov_190.983968	2594	0.46838858905165764	83590ecbb30b2e6b5774d0a412fef51a	01166	JX441323	ISAba17	IS66	2491	973	2491	1076	2594	1521	plus	61.0	88.626	0.0	1847
