qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_12_length_59918_cov_22.499022	1113	59918	1	1113	15528	16639	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000523__LT594096_00001|rep_cluster_1226	NODE_20_length_9808_cov_347.340264	936	9808	1	936	5587	6522	936	2	99.786	100.0	100.0	minus	0.0	1718	replicon
CP033534_00010|rep_cluster_1254	NODE_25_length_3433_cov_337.520096	606	3433	1	606	1661	2265	606	1	99.67	100.0	100.0	plus	0.0	1107	replicon
NC_017163_00021|MOBF	NODE_12_length_59918_cov_22.499022	1091	59918	1	1091	50861	54133	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NC_017163_00053|MPF_F	NODE_12_length_59918_cov_22.499022	1000	59918	1	1000	22315	25314	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_12_length_59918_cov_22.499022	475	59918	1	475	25333	26757	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_12_length_59918_cov_22.499022	685	59918	1	685	27967	30021	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_12_length_59918_cov_22.499022	235	59918	1	235	30021	30725	235	0	100.0	100.0	100.0	minus	5.49e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_12_length_59918_cov_22.499022	347	59918	1	347	30743	31783	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_12_length_59918_cov_22.499022	212	59918	1	212	31783	32418	212	0	100.0	100.0	100.0	minus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_12_length_59918_cov_22.499022	908	59918	1	908	33348	36071	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_12_length_59918_cov_22.499022	214	59918	1	214	36084	36725	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_12_length_59918_cov_22.499022	438	59918	1	438	37756	39069	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_12_length_59918_cov_22.499022	240	59918	1	240	39082	39801	240	0	100.0	100.0	100.0	minus	3.87e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_12_length_59918_cov_22.499022	719	59918	1	719	54148	56304	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
