qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_35_length_38701_cov_6.066109	1113	38701	1	1113	28311	29422	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
CP032289_00012|rep_cluster_2288	NODE_46_length_25432_cov_9.984408	747	25432	1	695	21751	22445	695	47	93.237	93.0	93.0	minus	0.0	1024	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_68_length_8731_cov_433.334685	951	8731	1	951	7684	8634	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
NC_017163_00021|MOBF	NODE_62_length_10290_cov_5.442842	1091	10290	1	1091	5786	9058	1091	3	99.725	100.0	100.0	plus	0.0	2201	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_74_length_6177_cov_288.735275	604	6177	1	604	153	1964	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_79_length_4463_cov_14.873052	972	4463	1	972	623	3538	972	11	98.868	100.0	100.0	minus	0.0	1890	relaxase
NC_010606_00071|MPF_F	NODE_35_length_38701_cov_6.066109	240	38701	1	240	5150	5869	240	0	100.0	100.0	100.0	plus	3.92e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_35_length_38701_cov_6.066109	438	38701	1	438	5882	7195	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_35_length_38701_cov_6.066109	214	38701	1	214	8226	8867	214	0	100.0	100.0	100.0	plus	1.11e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_35_length_38701_cov_6.066109	908	38701	1	908	8880	11603	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_35_length_38701_cov_6.066109	212	38701	1	212	12533	13168	212	0	100.0	100.0	100.0	plus	1.2e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_35_length_38701_cov_6.066109	347	38701	1	347	13168	14208	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_35_length_38701_cov_6.066109	235	38701	1	235	14226	14930	235	0	100.0	100.0	100.0	plus	5.56e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_35_length_38701_cov_6.066109	685	38701	1	685	14930	16984	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_35_length_38701_cov_6.066109	475	38701	1	475	18194	19618	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_35_length_38701_cov_6.066109	1000	38701	1	1000	19637	22636	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NC_017163_00020|MPF_T	NODE_62_length_10290_cov_5.442842	719	10290	1	719	3615	5771	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
