sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR13327198	chromosome	-	-	NODE_100_length_634_cov_10.173832	634	0.41009463722397477	05632eda6e947510e9d1e02b51310550	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_101_length_629_cov_33.864151	629	0.29411764705882354	c6aaf5056145dc6e9dbadc92ac5212ac	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_102_length_601_cov_9.187251	601	0.43926788685524126	4b14241c4be499e8b88fd16ec8687baf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_103_length_546_cov_16.143177	546	0.4706959706959707	cda84afc6b30e1d14e027b3f6e73c82e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_104_length_520_cov_8.817102	520	0.425	56bf7bbe7fbe4338e041f13017e03f6c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_105_length_500_cov_17.553616	500	0.54	d06be21bbcfa0adbfbc1638680ad1604	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_10_length_111829_cov_10.450729	111829	0.39837609206914126	4e06105b7fbbd4c177d380f1911471b5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_11_length_107728_cov_8.377036	107728	0.378128248923214	b0586ad92a058eb21fd4d45de79ce3cb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_12_length_94229_cov_10.038564	94229	0.3919706247545872	b773a579a4ba31a61c98038592f27f75	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_13_length_90403_cov_8.567477	90403	0.3716027122993706	7a06356470caadfad94508a10604db0c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_14_length_87791_cov_8.457054	87791	0.382704377441879	5f0467223efce5d26cb923db48ba6889	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_15_length_87438_cov_8.743723	87438	0.3915116997186578	46c5bded77e60afff2b43e7729005bf7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_16_length_84620_cov_8.408774	84620	0.3903214370125266	27cad27a0a9d27000e4dcf27be5a2e94	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_17_length_81878_cov_10.263344	81878	0.3936832848872713	55c2b28f58ee0de3f6a972270f47618f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_18_length_78004_cov_9.145357	78004	0.3965950464078765	a52f98bfc33967d474902758e0ddb8f7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_19_length_76740_cov_9.367558	76740	0.384714620797498	49a929c919dda34dcb33cfc487b947f3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_1_length_209748_cov_8.962328	209748	0.4028739249003566	35dc73741868caf045a21f3311dbcce4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	plasmid	AE271	AO017	NODE_20_length_70064_cov_7.823898	70064	0.3777688970084494	a16cf7077e0b7ad9210427ae8a11023c	not tested	-	-	-	-	-	-	-	-	-	CP039931	0.0151342	Acinetobacter baumannii	-	-	-
SRR13327198	chromosome	-	-	NODE_21_length_68652_cov_9.811460	68652	0.3935646448756045	ec675e47a0c6726cfa5d5cc6dac18c42	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_22_length_68319_cov_9.887276	68319	0.3825729299316442	7db3daf6d46aa14bebf4e9ebcaf06c24	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_23_length_68018_cov_9.112281	68018	0.4050986503572584	46c78965af267c785d643c96941b8804	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_24_length_67495_cov_10.240266	67495	0.404207719090303	d7cbe3b6b83c9f5fd5fcb6f4421ade9b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_25_length_64282_cov_9.839880	64282	0.39143150493139606	e2d18dbb16f2789e1f413f721b674f88	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_26_length_59806_cov_8.873231	59806	0.39449219141892117	67f5664a66592803aa35d7353612563a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_27_length_58067_cov_9.603833	58067	0.40408493636661097	73ace373fe4b70f7c5228982041205d5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_28_length_53959_cov_9.181025	53959	0.3925387794436517	3458c61b9092cff085c9379920092b19	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_29_length_51850_cov_10.833781	51850	0.39658630665380906	1ab6211b3656c85711de060d773a96bf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_2_length_190223_cov_9.291582	190223	0.3968132139646625	f7a7ea149a7df137262c8f7a64fba4ff	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_30_length_48454_cov_9.449385	48454	0.3864902794402939	9bde3d14e760ce81350f279ea8d8c558	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_31_length_44288_cov_8.191269	44288	0.39281520953757226	1367362e7d19605a2324fd6ede837096	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_32_length_43642_cov_8.163953	43642	0.3864167545025434	5084191c3b86cd6b8d358aab1b0ec844	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_33_length_43264_cov_9.697069	43264	0.3962185650887574	d0500b6880c13b83a179f8ff29e1d6a7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_34_length_41379_cov_8.764535	41379	0.3846878851591387	607461bf907db190e38a768bea89e21e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	plasmid	AB082	AJ649	NODE_35_length_38701_cov_6.066109	38701	0.3418257926151779	0628c1a44050c99568fd1df6748dc405	not tested	rep_cluster_734	002211__NC_010606_00001	-	-	MPF_F,MPF_F,MPF_F,MPF_F,MPF_F,MPF_F,MPF_F,MPF_F,MPF_F,MPF_T	NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00078,NC_010606_00079,NC_010606_00080,NZ_AEOY01000095_00077,NC_017163_00052,NC_017163_00053,NC_010606_00076	-	-	-	CP030109	0.00560872	Acinetobacter baumannii	-	-	-
SRR13327198	chromosome	-	-	NODE_36_length_37812_cov_8.754912	37812	0.3900878028139215	48298594cf21671db16ce6d78b3cb50b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_37_length_35343_cov_8.798689	35343	0.39555216025804263	6f3e732a67190b37f6e9bfb0bb12655a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_38_length_33706_cov_10.082899	33706	0.38589568622797127	2dae5afd3a95e145ae4360e285f28095	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_39_length_32772_cov_8.806048	32772	0.3897839619187111	c02974326b10d875b86de4db3b0edbea	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_3_length_177998_cov_9.653324	177998	0.3833189136956595	1b38a15cee2912284aa47420ba7d95c4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_40_length_29924_cov_8.295021	29924	0.3871808581740409	8b2630955a8a300662ddf13e56723225	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_41_length_29348_cov_8.192793	29348	0.3985280087229113	510b50f99d3a4dc154b1ddde1837a2aa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_42_length_28945_cov_10.529189	28945	0.3879771981343928	bd59097798b9bba9b095fcdcebf52fce	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_43_length_28384_cov_9.652254	28384	0.3785231116121759	c99dd8bbe63adf20db247196cc1b29d0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_44_length_26525_cov_8.671271	26525	0.393440150801131	ec7a9a933cb8693aab79bf02ec2d8708	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_45_length_25531_cov_8.614045	25531	0.38831224785554813	a89aa227068893c90ee2261a8e487f15	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_46_length_25432_cov_9.984408	25432	0.3943063856558666	910e813cbf9b5a3b3bd00aebe7c185ac	not tested	rep_cluster_2288	CP032289_00012	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_47_length_24938_cov_8.860341	24938	0.39842810169219667	78703458831e28bddfeaa039f33bf38a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_48_length_23957_cov_8.837581	23957	0.39136786742914387	af88fdf69047eeb3a4c5e4df04a4f335	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_49_length_23822_cov_9.457109	23822	0.39077323482495174	0a9f880f756a516c3f69462b54036cea	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_4_length_167479_cov_8.908328	167479	0.39307017596235944	67c51441d9cfa437c45cf2c4705065c0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_50_length_23550_cov_8.162722	23550	0.3851804670912951	f64e064403b935f69d69bcdd71b084b2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_51_length_23465_cov_9.905333	23465	0.40255699978691667	e51be0290066c0e280c6a85ef1d7a160	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_52_length_22090_cov_8.558956	22090	0.38139429606156633	19b331cad854e6f16f2ff6edb8ad8b18	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_53_length_18290_cov_9.287395	18290	0.3858939311098961	b005c245c9b5a4e9658751e7c8a2e5e0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_54_length_18154_cov_8.521462	18154	0.3623994711909221	35f6f291781e734a831a76096ad63ea1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_55_length_17000_cov_8.540974	17000	0.366	51ff5b2d819706b73cb0ec245ee70ead	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_56_length_16572_cov_7.544406	16572	0.36839246922519914	cf1023a01d9cf8e5f8cdf2c689f7cf5a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_57_length_16454_cov_8.134454	16454	0.3918196183298894	a4ce09936e40ddbc93ade46ae9ea83a7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	plasmid	AB082	AJ649	NODE_58_length_12921_cov_5.932070	12921	0.3270644686943735	862cc2e6573cc92fea8afdd9d7aaa54d	not tested	-	-	-	-	-	-	-	-	-	CP030109	0.00560872	Acinetobacter baumannii	-	-	-
SRR13327198	chromosome	-	-	NODE_59_length_12378_cov_9.273556	12378	0.3620132493132978	60c237f720ce5a614e90575a0ad03875	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_5_length_167471_cov_8.255860	167471	0.37191513754620203	31f805a4d2f75198d36a872004a4cb71	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR13327198	chromosome	-	-	NODE_60_length_11765_cov_12.961769	11765	0.35936562366052294	91fde77353541fcf56d9bba00cb923d6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
