qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001057__CP015616_00173|rep_cluster_1656	NODE_16_length_71018_cov_59.099169	774	71018	1	774	51374	52147	774	8	98.966	100.0	100.0	minus	0.0	1386	replicon
000595__CU468231_00001|rep_cluster_1280	NODE_26_length_14286_cov_87.917742	924	14286	1	915	7297	8211	915	88	90.383	99.0	99.0	plus	0.0	1203	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_26_length_14286_cov_87.917742	894	14286	1	894	13321	14214	894	3	99.664	100.0	100.0	minus	0.0	1635	replicon
NZ_ALIG01000010_00048|MOBP	NODE_12_length_136512_cov_27.712601	284	136512	1	284	245	1096	284	39	86.268	100.0	100.0	minus	1.06e-168	515	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_16_length_71018_cov_59.099169	300	71018	51	300	13734	14483	250	12	95.2	83.0	99.0	plus	7.92e-163	499	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_71018_cov_59.099169	283	71018	1	283	36852	37700	283	0	100.0	100.0	100.0	minus	0.0	598	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_71018_cov_59.099169	283	71018	1	72	46987	47202	72	13	81.944	25.0	100.0	plus	1.64e-33	126	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_16_length_71018_cov_59.099169	284	71018	1	284	55101	55952	284	33	88.38	100.0	100.0	plus	9.71e-175	532	relaxase
CP032277_00002|MOBQ	NODE_26_length_14286_cov_87.917742	323	14286	1	323	8990	9958	323	2	99.381	100.0	100.0	plus	0.0	572	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_29_length_6177_cov_108.413129	604	6177	1	604	2307	4118	604	0	100.0	100.0	100.0	plus	0.0	1224	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_30_length_5552_cov_56.278929	300	5552	1	300	1364	2263	300	10	96.667	100.0	100.0	minus	0.0	608	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_41_length_793_cov_107.776657	300	793	51	300	43	792	250	11	95.6	83.0	83.0	minus	0.0	499	relaxase
