qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000523__LT594096_00001|rep_cluster_1226	NODE_126_length_7718_cov_54.783436	936	7718	1	936	1096	2031	936	2	99.786	100.0	100.0	plus	0.0	1718	replicon
CP033534_00010|rep_cluster_1254	NODE_193_length_2587_cov_102.648714	606	2587	1	606	815	1419	606	1	99.67	100.0	100.0	plus	0.0	1107	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_233_length_1294_cov_3.219247	1113	1294	143	1113	1	970	971	0	99.897	87.0	87.0	plus	0.0	1786	replicon
NC_017163_00021|MOBF	NODE_183_length_3323_cov_14.617556	1091	3323	5	1091	2	3262	1087	2	99.816	99.0	99.0	plus	0.0	2192	relaxase
NC_010606_00076|MPF_T	NODE_105_length_9553_cov_13.564629	908	9553	1	908	916	3639	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_105_length_9553_cov_13.564629	214	9553	1	214	3652	4293	214	0	100.0	100.0	100.0	minus	1.03e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_105_length_9553_cov_13.564629	438	9553	1	438	5324	6637	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_105_length_9553_cov_13.564629	240	9553	1	240	6650	7369	240	0	100.0	100.0	100.0	minus	3.64e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_192_length_2658_cov_10.445877	719	2658	1	719	473	2629	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_010606_00078|MPF_F	NODE_254_length_982_cov_9.185939	212	982	29	212	1	552	184	0	100.0	87.0	87.0	plus	2.08e-133	375	mate-pair-formation
NC_010606_00080|MPF_F	NODE_99_length_10777_cov_16.780015	235	10777	1	235	628	1332	235	0	100.0	100.0	100.0	plus	5.2e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_99_length_10777_cov_16.780015	685	10777	1	685	1332	3386	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_99_length_10777_cov_16.780015	475	10777	1	475	4596	6020	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_99_length_10777_cov_16.780015	1000	10777	1	1000	6039	9038	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
