qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000682__CU468232_00001|rep_cluster_1364	NODE_35_length_19268_cov_56.515050	894	19268	1	891	2223	3102	895	108	85.81	99.0	99.0	minus	0.0	931	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_35_length_19268_cov_56.515050	951	19268	1	951	10727	11677	951	1	99.895	100.0	100.0	plus	0.0	1751	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_41_length_7636_cov_17.913095	930	7636	176	930	6783	7537	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NZ_AEOY01000096_00007|MOBP	NODE_2_length_357276_cov_11.606470	300	357276	1	300	18041	18940	300	16	94.667	100.0	100.0	minus	0.0	596	relaxase
NC_006877_00013|MOBQ	NODE_35_length_19268_cov_56.515050	363	19268	1	363	3653	4741	363	1	99.725	100.0	100.0	minus	0.0	723	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_3_length_335707_cov_16.265137	284	335707	1	284	119791	120642	284	40	85.915	100.0	100.0	plus	2.97e-168	514	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_42_length_5739_cov_121.297872	307	5739	1	307	1557	2477	307	0	100.0	100.0	100.0	plus	0.0	589	relaxase
NZ_AFDA02000009_00109|MPF_I	NODE_16_length_90984_cov_19.171612	272	90984	1	272	73314	74129	272	0	100.0	100.0	100.0	minus	4.2e-175	533	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_16_length_90984_cov_19.171612	238	90984	1	238	80900	81613	238	0	100.0	100.0	100.0	plus	5.47e-143	439	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_16_length_90984_cov_19.171612	376	90984	1	376	81634	82761	376	0	100.0	100.0	100.0	plus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_46_length_4592_cov_18.653906	912	4592	1	912	588	3323	912	0	100.0	100.0	100.0	minus	0.0	1713	mate-pair-formation
