sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR10812867	chromosome			NODE_13_length_88396_cov_13.342639	88396	0.3800511335354541	b0ae7d897e2faaad2a09d2f2f989bfca	00966	CP001182	ISAlw1	IS5	1039	1	1039	86214	87252						
ERR10812867	chromosome			NODE_24_length_8871_cov_25.057342	8871	0.46342013301769813	6ea05ef79c290c2e0d7479b81558e2f0	00418	KF702385	ISAba14	IS3	1283	1	1283	142	1424						
ERR10812867	chromosome			NODE_25_length_8686_cov_45.611739	8686	0.36507022795302785	0c73597ace7c45bd4829dc8eaf2203dd	01166	JX441323	ISAba17	IS66	2491	411	2491	5085	7186						
ERR10812867	chromosome			NODE_29_length_5298_cov_75.286978	5298	0.4948076923076923	907318a88154b7cf0f9956e645339a4a	01399	CP016586.1	16s-rRNA	16S	1554	7	1544	3751	5283						
ERR10812867	chromosome			NODE_38_length_1482_cov_42.306580	1482	0.4406207827260459	e64f3985d12e39d2460c469791ae6c67	01364	CP012956	ISAba32	ISNCY	1482	1	1482	1	1482						
ERR10812867	plasmid	AB114	AJ689	NODE_18_length_25702_cov_17.508300	25702	0.3907867092055093	890c78f64eb3f37ac4c2859e40e4b946	00345	CP001182	ISAba26	IS256	1318	1	1318	100	1431	1336	minus	100.0	85.404	0.0	1367
ERR10812867	plasmid	AB114	AJ689	NODE_18_length_25702_cov_17.508300	25702	0.3907867092055093	890c78f64eb3f37ac4c2859e40e4b946	00470	FJ012880	ISAba18	IS3	1321	1	1321	11373	12679	1322	plus	100.0	93.343	0.0	1940
ERR10812867	plasmid	AB114	AJ689	NODE_22_length_20491_cov_18.320910	20491	0.37387145576106584	80435b5d8d8adbee62490d4ecc82a55f	00966	CP001182	ISAlw1	IS5	1039	1	1039	17908	18947	1040	plus	100.0	99.519	0.0	1892
ERR10812867	plasmid	AB114	AJ689	NODE_39_length_1274_cov_40.840851	1274	0.37755102040816324	d51c64c81b4287f7492209ac8d05736f	00596	JX076770	ISAba21	IS3	1274	1	1274	1	1274	1274	minus	100.0	99.529	0.0	2320
ERR10812867	plasmid	AC243		NODE_33_length_4203_cov_36.095029	4203	0.48275041636926	e2af7a8f497b8ec143bd1728d3a51d82	00675	JQ241792	ISC1041	IS30	3072	1873	3072	1021	2220	1200	minus	39.0	99.417	0.0	2178
ERR10812867	plasmid	AC940		NODE_21_length_23283_cov_29.767383	23283	0.37065670231499376	f557cc32ce772580794c5702475b9636	00962	CP024418	ISAba12	IS5	1039	1	1039	13751	14788	1039	minus	100.0	97.209	0.0	1757
ERR10812867	plasmid	AC940		NODE_21_length_23283_cov_29.767383	23283	0.37065670231499376	f557cc32ce772580794c5702475b9636	00516	MF399199	ISMca3	IS3	1309	1	1309	18113	19435	1323	minus	100.0	91.156	0.0	1783
ERR10812867	plasmid	AC940		NODE_37_length_1482_cov_61.609544	1482	0.4338731443994602	e5f413558b6b03b19fe8ce0f9b1732d2	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	1	1482	1482	plus	100.0	91.296	0.0	2023
