qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002191__CP004359_00001|rep_cluster_718	NODE_19_length_25008_cov_16.445020	1122	25008	1	1122	21347	22468	1122	6	99.465	100.0	100.0	minus	0.0	2039	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_20_length_23355_cov_40.848082	984	23355	1	984	9039	10022	984	26	97.358	100.0	100.0	plus	0.0	1674	replicon
CP033534_00010|rep_cluster_1254	NODE_35_length_3244_cov_41.918038	606	3244	1	606	1073	1677	606	1	99.67	100.0	100.0	minus	0.0	1107	replicon
NZ_AEOY01000096_00007|MOBP	NODE_18_length_25702_cov_17.508300	300	25702	1	300	11414	12313	300	16	94.667	100.0	100.0	minus	0.0	592	relaxase
KY984047_00026|MOBP	NODE_20_length_23355_cov_40.848082	842	23355	1	841	328	2853	842	58	92.993	99.0	99.0	minus	0.0	1530	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_21_length_23283_cov_29.767383	300	23283	1	131	18480	18872	131	8	93.893	44.0	99.0	plus	4.7000000000000005e-164	259	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_21_length_23283_cov_29.767383	300	23283	135	300	18896	19393	166	5	96.988	55.0	99.0	plus	4.7000000000000005e-164	335	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_32_length_4525_cov_95.683235	604	4525	1	151	1	453	151	5	96.689	25.0	100.0	minus	8.919999999999999e-95	315	relaxase
AF003958_00007|MOBP	NODE_32_length_4525_cov_95.683235	205	4525	119	199	4289	4525	81	3	93.827	40.0	97.0	minus	8.65e-46	158	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_39_length_1274_cov_40.840851	284	1274	1	284	46	897	284	40	85.915	100.0	100.0	minus	0.0	514	relaxase
