qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_126_length_1993_cov_4.778775	1113	1993	1	1113	782	1893	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
CP032289_00012|rep_cluster_2288	NODE_45_length_36726_cov_15.585606	747	36726	1	695	33041	33735	695	47	93.237	93.0	93.0	minus	0.0	1024	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_90_length_8830_cov_526.540259	951	8830	1	951	175	1125	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
NZ_AFDA02000006_00006|MOBP	NODE_101_length_6177_cov_539.286607	604	6177	1	604	3961	5772	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_112_length_4463_cov_15.386572	972	4463	1	972	926	3841	972	11	98.868	100.0	100.0	plus	0.0	1890	relaxase
NC_017163_00021|MOBF	NODE_99_length_7043_cov_7.294931	1091	7043	1	1091	1104	4376	1091	3	99.725	100.0	100.0	minus	0.0	2201	relaxase
NC_010606_00071|MPF_F	NODE_62_length_24606_cov_9.659730	240	24606	1	240	2289	3008	240	0	100.0	100.0	100.0	plus	3.88e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_62_length_24606_cov_9.659730	438	24606	1	438	3021	4334	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_62_length_24606_cov_9.659730	214	24606	1	214	5365	6006	214	0	100.0	100.0	100.0	plus	1.09e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_62_length_24606_cov_9.659730	908	24606	1	908	6019	8742	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_62_length_24606_cov_9.659730	212	24606	1	212	9672	10307	212	0	100.0	100.0	100.0	plus	1.19e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_62_length_24606_cov_9.659730	347	24606	1	347	10307	11347	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_62_length_24606_cov_9.659730	235	24606	1	235	11365	12069	235	0	100.0	100.0	100.0	plus	5.5e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_62_length_24606_cov_9.659730	685	24606	1	685	12069	14123	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_62_length_24606_cov_9.659730	475	24606	1	475	15333	16757	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_62_length_24606_cov_9.659730	1000	24606	1	1000	16776	19775	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NC_017163_00020|MPF_T	NODE_99_length_7043_cov_7.294931	719	7043	1	719	4391	6547	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
