qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000682__CU468232_00001|rep_cluster_1364	NODE_124_length_9328_cov_34.435692	894	9328	1	891	1068	1947	895	107	85.922	99.0	99.0	minus	0.0	937	replicon
000601__CP016900_00006|rep_cluster_1283	NODE_186_length_7231_cov_35.937044	924	7231	1	924	5424	6347	924	4	99.567	100.0	100.0	plus	0.0	1685	replicon
002191__CP004359_00001|rep_cluster_718	NODE_1_length_114953_cov_11.671095	1122	114953	1	1122	50558	51679	1122	0	100.0	100.0	100.0	plus	0.0	2073	replicon
000523__LT594096_00001|rep_cluster_1226	NODE_203_length_6715_cov_35.204655	936	6715	1	932	4932	5857	936	120	85.684	99.0	99.0	plus	0.0	974	replicon
001057__CP015616_00173|rep_cluster_1656	NODE_47_length_15661_cov_33.316797	774	15661	1	763	2711	3473	763	32	95.806	99.0	99.0	plus	0.0	1232	replicon
CP042207_00010|MOBQ	NODE_124_length_9328_cov_34.435692	430	9328	1	364	2564	3655	364	11	96.978	85.0	100.0	minus	0.0	739	relaxase
CP032136_00011|MOBQ	NODE_186_length_7231_cov_35.937044	291	7231	1	291	2923	3801	293	2	98.635	100.0	100.0	minus	0.0	598	relaxase
NC_020524_00069|MOBP	NODE_1_length_114953_cov_11.671095	284	114953	1	284	111646	112497	284	0	100.0	100.0	100.0	minus	0.0	600	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_233_length_5937_cov_12.702638	972	5937	1	972	622	3537	972	10	98.971	100.0	100.0	minus	0.0	1893	relaxase
AF003958_00007|MOBP	NODE_772_length_1557_cov_51.153635	205	1557	1	200	713	1306	200	8	95.0	98.0	98.0	minus	2.62e-140	399	relaxase
AF003958_00007|MOBP	NODE_773_length_1557_cov_38.450617	205	1557	1	200	713	1306	200	2	98.0	98.0	98.0	minus	1.42e-143	407	relaxase
