qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001057__CP015616_00173|rep_cluster_1656	NODE_16_length_71018_cov_50.620849	774	71018	1	774	18872	19645	774	8	98.966	100.0	100.0	plus	0.0	1386	replicon
000595__CU468231_00001|rep_cluster_1280	NODE_26_length_14286_cov_87.390569	924	14286	1	915	2528	3442	915	88	90.383	99.0	99.0	plus	0.0	1203	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_26_length_14286_cov_87.390569	894	14286	1	894	8552	9445	894	3	99.664	100.0	100.0	minus	0.0	1635	replicon
NZ_ALIG01000010_00048|MOBP	NODE_12_length_136512_cov_21.834268	284	136512	1	284	135417	136268	284	39	86.268	100.0	100.0	plus	1.06e-168	515	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_16_length_71018_cov_50.620849	284	71018	1	284	15067	15918	284	33	88.38	100.0	100.0	minus	9.71e-175	532	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_71018_cov_50.620849	283	71018	1	72	23817	24032	72	13	81.944	25.0	100.0	minus	1.64e-33	126	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_71018_cov_50.620849	283	71018	1	283	33319	34167	283	0	100.0	100.0	100.0	plus	0.0	598	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_16_length_71018_cov_50.620849	300	71018	51	300	56536	57285	250	12	95.2	83.0	99.0	minus	7.92e-163	499	relaxase
CP032277_00002|MOBQ	NODE_26_length_14286_cov_87.390569	323	14286	1	323	4221	5189	323	2	99.381	100.0	100.0	plus	0.0	572	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_29_length_5748_cov_93.531953	604	5748	1	604	1631	3442	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_31_length_5552_cov_48.658170	300	5552	1	300	1364	2263	300	10	96.667	100.0	100.0	minus	0.0	608	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_40_length_793_cov_79.958213	300	793	51	300	2	751	250	11	95.6	83.0	83.0	plus	0.0	499	relaxase
