qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001057__CP015616_00173|rep_cluster_1656	NODE_13_length_80022_cov_41.236065	774	80022	1	774	60264	61037	774	8	98.966	100.0	100.0	minus	0.0	1386	replicon
000595__CU468231_00001|rep_cluster_1280	NODE_22_length_14286_cov_130.150137	924	14286	1	915	7275	8189	915	88	90.383	99.0	99.0	plus	0.0	1203	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_22_length_14286_cov_130.150137	894	14286	1	894	13299	14192	894	3	99.664	100.0	100.0	minus	0.0	1635	replicon
NZ_ALIG01000010_00048|MOBP	NODE_11_length_136512_cov_17.282319	284	136512	1	284	135417	136268	284	39	86.268	100.0	100.0	plus	1.07e-168	515	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_13_length_80022_cov_41.236065	300	80022	1	300	1415	2314	300	10	96.667	100.0	100.0	minus	0.0	608	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_13_length_80022_cov_41.236065	300	80022	51	300	22624	23373	250	12	95.2	83.0	100.0	plus	7.940000000000001e-163	499	relaxase
NZ_CM001803_00063|MOBP	NODE_13_length_80022_cov_41.236065	283	80022	1	283	45742	46590	283	0	100.0	100.0	100.0	minus	0.0	598	relaxase
NZ_CM001803_00063|MOBP	NODE_13_length_80022_cov_41.236065	283	80022	1	72	55877	56092	72	13	81.944	25.0	100.0	plus	1.64e-33	126	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_13_length_80022_cov_41.236065	284	80022	1	284	63991	64842	284	33	88.38	100.0	100.0	plus	9.73e-175	532	relaxase
CP032277_00002|MOBQ	NODE_22_length_14286_cov_130.150137	323	14286	1	323	8968	9936	323	2	99.381	100.0	100.0	plus	0.0	572	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_33_length_793_cov_70.868876	300	793	51	300	43	792	250	11	95.6	83.0	83.0	minus	0.0	499	relaxase
