qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001812__CP017939|rep_cluster_463	NODE_13_length_111421_cov_35.474947	1227	111421	1	956	41818	42773	959	127	86.131	78.0	90.0	minus	0.0	1029	replicon
001812__CP017939|rep_cluster_463	NODE_13_length_111421_cov_35.474947	1227	111421	1	956	49086	50041	959	127	86.131	78.0	90.0	minus	0.0	1029	replicon
002191__CP004359_00001|rep_cluster_718	NODE_18_length_62491_cov_29.534988	1122	62491	1	1122	295	1416	1122	8	99.287	100.0	100.0	minus	0.0	2028	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_20_length_53474_cov_32.952731	1113	53474	1	1113	23201	24312	1113	7	99.281	100.0	100.0	minus	0.0	2010	replicon
NC_017163_00021|MOBF	NODE_27_length_14679_cov_28.946502	1091	14679	1	1091	683	3955	1091	0	100.0	100.0	100.0	minus	0.0	2207	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_31_length_6177_cov_104.511188	604	6177	1	604	1042	2853	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NC_017163_00053|MPF_F	NODE_20_length_53474_cov_32.952731	1000	53474	1	1000	29986	32985	1000	5	99.5	100.0	100.0	minus	0.0	1823	mate-pair-formation
NC_017163_00052|MPF_F	NODE_20_length_53474_cov_32.952731	475	53474	1	475	33004	34428	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_20_length_53474_cov_32.952731	685	53474	1	685	35634	37688	685	3	99.562	100.0	100.0	minus	0.0	1414	mate-pair-formation
NC_010606_00080|MPF_F	NODE_20_length_53474_cov_32.952731	235	53474	1	235	37688	38392	235	0	100.0	100.0	100.0	minus	5.57e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_20_length_53474_cov_32.952731	347	53474	1	347	38410	39450	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_20_length_53474_cov_32.952731	212	53474	1	212	39450	40085	212	0	100.0	100.0	100.0	minus	1.2e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_20_length_53474_cov_32.952731	908	53474	1	908	41015	43738	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_20_length_53474_cov_32.952731	214	53474	1	214	43751	44392	214	0	100.0	100.0	100.0	minus	1.11e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_20_length_53474_cov_32.952731	438	53474	1	438	45423	46736	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_20_length_53474_cov_32.952731	240	53474	1	240	46749	47468	240	0	100.0	100.0	100.0	minus	3.93e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_27_length_14679_cov_28.946502	719	14679	1	719	3970	6126	719	0	100.0	100.0	100.0	minus	0.0	1447	mate-pair-formation
