sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR5000123	chromosome			NODE_4_length_137949_cov_46.657570	137949	0.39705253390745854	958e9d7bc3c731fc91a8f5495d4ba36e	01201	JX072963	ISAba11	IS701	1101	1	1101	9599	10699						
ERR5000123	chromosome			NODE_15_length_60154_cov_49.867771	60154	0.40517671310303555	bb8b88bd7a33414123ea8d57612d09e0	00966	CP001182	ISAlw1	IS5	1039	1	1039	30575	31613						
ERR5000123	chromosome			NODE_129_length_5257_cov_345.087437	5257	0.491535096062393	fdb3dffccc9d361c6ca40e6156bd1e99	01399	CP016586.1	16s-rRNA	16S	1554	7	1544	3547	5079						
ERR5000123	plasmid	AC973		NODE_23_length_46133_cov_54.397663	46133	0.3855157912990701	5967f9491b8f5306eff3787810feca05	00962	CP024418	ISAba12	IS5	1039	1	1039	1491	2529	1039	minus	100.0	96.92	0.0	1742
ERR5000123	plasmid	AC973		NODE_55_length_24303_cov_36.068294	24303	0.42912397646381106	eb57e7e88f1ae826e2862b7b7166b5df	00822	KF978125	ISPa13	IS4	3729	1	2332	21376	23707	2332	minus	63.0	99.957	0.0	4301
ERR5000123	plasmid	AC973		NODE_63_length_22608_cov_64.903017	22608	0.40677062508330003	d44b3b11635d614240ab4d2e953803a0	01314	CP002457	ISPpu12	ISL3	3372	1	3372	1800	5172	3375	plus	100.0	95.97	0.0	5474
ERR5000123	plasmid	AC973		NODE_63_length_22608_cov_64.903017	22608	0.40677062508330003	d44b3b11635d614240ab4d2e953803a0	00962	CP024418	ISAba12	IS5	1039	1	1039	16441	17479	1039	minus	100.0	100.0	0.0	1919
ERR5000123	plasmid	AC973		NODE_63_length_22608_cov_64.903017	22608	0.40677062508330003	d44b3b11635d614240ab4d2e953803a0	00965	EU850412	ISAha3	IS5	1040	1	1039	17624	18662	1043	minus	99.0	80.633	0.0	800
ERR5000123	plasmid	AC973		NODE_115_length_7426_cov_18.521769	7426	0.5509022353891732	76ce1996fd33bf44ba5bc0856074f80c	01315	CP022426	ISStma11	ISL3	4426	1971	3351	2330	3710	1389	minus	31.0	85.241	0.0	1415
ERR5000123	plasmid	AC973		NODE_115_length_7426_cov_18.521769	7426	0.5509022353891732	76ce1996fd33bf44ba5bc0856074f80c	01315	CP022426	ISStma11	ISL3	4426	58	1873	3757	5576	1832	minus	41.0	81.769	0.0	1507
ERR5000123	plasmid	AC973		NODE_184_length_1282_cov_279.662722	1282	0.38221528861154447	3334b54892cc99baa88c5c538fd8d9af	00418	KF702385	ISAba14	IS3	1283	1	1282	1	1282	1282	minus	99.0	99.844	0.0	2357
ERR5000123	plasmid	AB082	AJ649	NODE_151_length_2594_cov_206.059319	2594	0.46838858905165764	963a879bd70009a952ff54c06f7ab8cf	01166	JX441323	ISAba17	IS66	2491	979	2491	1	1513	1515	minus	61.0	88.713	0.0	1847
ERR5000123	plasmid	AB082	AJ649	NODE_190_length_1087_cov_139.506073	1087	0.3689052437902484	9b6cf0e0897a8365d238aa5fba0c5b4f	00704	KF702385	ISAba125	IS30	2175	1089	2175	1	1087	1087	plus	50.0	99.908	0.0	2002
ERR5000123	plasmid	AC716	AM018	NODE_128_length_5392_cov_58.993576	5392	0.38983679525222553	8ec1ebebbda866828d11d8585352b193	01361	KY617771	ISAjo2	ISNCY	1482	1	1403	99	1501	1403	minus	95.0	91.091	0.0	1899
ERR5000123	plasmid	AC716	AM018	NODE_138_length_3463_cov_30.307669	3463	0.4475887958417557	e6357dd5b654a4b90ffa1e83f8d9bcb9	01381	MF399199	ISAcsp1	Tn3	3736	276	3736	1	3461	3461	plus	93.0	100.0	0.0	6392
