qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_40_length_28747_cov_15.163362	1113	28747	1	1113	25485	26596	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_63_length_22608_cov_64.903017	984	22608	1	984	20184	21167	984	0	100.0	100.0	100.0	minus	0.0	1818	replicon
NC_017163_00021|MOBF	NODE_105_length_9173_cov_23.737712	1091	9173	1	1091	2865	6137	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_121_length_6299_cov_224.223871	604	6299	1	604	384	2195	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NC_017163_00020|MPF_T	NODE_105_length_9173_cov_23.737712	719	9173	1	719	694	2850	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_017163_00053|MPF_F	NODE_49_length_26127_cov_35.056708	1000	26127	1	1000	3495	6494	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_49_length_26127_cov_35.056708	475	26127	1	475	6513	7937	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_49_length_26127_cov_35.056708	685	26127	1	685	9147	11201	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_49_length_26127_cov_35.056708	235	26127	1	235	11201	11905	235	0	100.0	100.0	100.0	minus	5.75e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_49_length_26127_cov_35.056708	347	26127	1	347	11923	12963	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_49_length_26127_cov_35.056708	212	26127	1	212	12963	13598	212	0	100.0	100.0	100.0	minus	1.24e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_49_length_26127_cov_35.056708	908	26127	1	908	14528	17251	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_49_length_26127_cov_35.056708	214	26127	1	214	17264	17905	214	0	100.0	100.0	100.0	minus	1.15e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_49_length_26127_cov_35.056708	438	26127	1	438	18936	20249	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_49_length_26127_cov_35.056708	240	26127	1	240	20262	20981	240	0	100.0	100.0	100.0	minus	4.05e-151	462	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_83_length_14452_cov_17.674214	912	14452	1	912	1327	4062	912	0	100.0	100.0	100.0	minus	0.0	1713	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_83_length_14452_cov_17.674214	376	14452	10	376	13351	14451	367	0	100.0	98.0	98.0	minus	0.0	633	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_97_length_10355_cov_15.234594	272	10355	1	272	657	1472	272	0	100.0	100.0	100.0	plus	4.02e-175	533	mate-pair-formation
