qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001341__NC_013277_00009|rep_cluster_1906	NODE_14_length_16704_cov_415.360132	570	16704	1	570	8635	9204	570	0	100.0	100.0	100.0	plus	0.0	1053	replicon
002191__CP004359_00001|rep_cluster_718	NODE_1_length_109189_cov_11.196672	1122	109189	1	1122	58264	59385	1122	9	99.198	100.0	100.0	minus	0.0	2023	replicon
001756__CU459139_00001|rep_cluster_420	NODE_453_length_2824_cov_4828.120367	1251	2824	1	1251	1218	2468	1251	28	97.762	100.0	100.0	minus	0.0	2156	replicon
NZ_AEOZ01000236_00020|MOBQ	NODE_14_length_16704_cov_415.360132	958	16704	1	958	1940	4813	958	0	100.0	100.0	100.0	minus	0.0	1949	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_261_length_4612_cov_9.093508	300	4612	1	300	1359	2258	300	19	93.667	100.0	100.0	plus	0.0	592	relaxase
NZ_AEOZ01000236_00018|MPF_T	NODE_14_length_16704_cov_415.360132	360	16704	20	360	5684	6706	341	0	100.0	95.0	95.0	minus	0.0	556	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_5_length_20729_cov_11.227872	912	20729	1	912	1275	4010	912	0	100.0	100.0	100.0	minus	0.0	1713	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_5_length_20729_cov_11.227872	376	20729	1	376	13299	14426	376	0	100.0	100.0	100.0	minus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_5_length_20729_cov_11.227872	238	20729	1	238	14447	15160	238	0	100.0	100.0	100.0	minus	5.01e-143	439	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_610_length_1961_cov_8.847476	272	1961	1	272	493	1308	272	0	100.0	100.0	100.0	minus	0.0	533	mate-pair-formation
