qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_017163_00021|MOBF	NODE_158_length_7064_cov_8.059871	1091	7064	1	1091	1113	4385	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_203_length_3999_cov_13.401385	284	3999	1	284	1747	2598	284	39	86.268	100.0	100.0	minus	8.05e-175	515	relaxase
NC_010606_00076|MPF_T	NODE_148_length_7729_cov_9.216514	908	7729	1	908	946	3669	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_148_length_7729_cov_9.216514	214	7729	1	214	3682	4323	214	0	100.0	100.0	100.0	minus	1e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_148_length_7729_cov_9.216514	438	7729	1	438	5354	6667	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_148_length_7729_cov_9.216514	240	7729	1	240	6680	7399	240	0	100.0	100.0	100.0	minus	3.42e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_158_length_7064_cov_8.059871	719	7064	1	719	4400	6556	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
NC_017163_00053|MPF_F	NODE_92_length_13183_cov_10.114177	1000	13183	1	1000	3147	6146	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_92_length_13183_cov_10.114177	475	13183	1	475	6165	7589	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_92_length_13183_cov_10.114177	685	13183	1	685	8799	10853	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_92_length_13183_cov_10.114177	235	13183	1	235	10853	11557	235	0	100.0	100.0	100.0	minus	5.24e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_92_length_13183_cov_10.114177	347	13183	1	347	11575	12615	347	1	99.712	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_92_length_13183_cov_10.114177	212	13183	126	212	12615	12875	87	0	100.0	41.0	90.0	minus	1.52e-103	181	mate-pair-formation
NC_010606_00078|MPF_F	NODE_92_length_13183_cov_10.114177	212	13183	23	125	12875	13183	103	0	100.0	49.0	90.0	minus	1.52e-103	210	mate-pair-formation
