qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP033534_00010|rep_cluster_1254	NODE_194_length_3244_cov_12.717320	606	3244	1	606	1073	1677	606	1	99.67	100.0	100.0	minus	0.0	1107	replicon
002191__CP004359_00001|rep_cluster_718	NODE_53_length_25008_cov_4.200851	1122	25008	1	1122	2541	3662	1122	6	99.465	100.0	100.0	plus	0.0	2039	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_60_length_22779_cov_10.179321	984	22779	1	984	8840	9823	984	26	97.358	100.0	100.0	plus	0.0	1674	replicon
NZ_AFDA02000006_00006|MOBP	NODE_171_length_4525_cov_32.367601	604	4525	181	604	3	1274	424	58	86.321	70.0	100.0	plus	0.0	720	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_171_length_4525_cov_32.367601	604	4525	1	212	3889	4524	212	9	95.755	35.0	100.0	plus	4.35e-138	434	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_223_length_1274_cov_10.699574	284	1274	1	284	46	897	284	40	85.915	100.0	100.0	minus	0.0	514	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_56_length_24261_cov_7.689719	300	24261	135	300	4914	5411	166	5	96.988	55.0	99.0	minus	4.67e-164	335	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_56_length_24261_cov_7.689719	300	24261	1	131	5435	5827	131	8	93.893	44.0	99.0	minus	4.67e-164	259	relaxase
KY984047_00026|MOBP	NODE_60_length_22779_cov_10.179321	842	22779	1	841	328	2853	842	58	92.993	99.0	99.0	minus	0.0	1530	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_94_length_14257_cov_4.340444	300	14257	1	293	13376	14254	293	16	94.539	98.0	98.0	plus	0.0	577	relaxase
