qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_119_length_8720_cov_340.372579	951	8720	1	951	337	1287	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_119_length_8720_cov_340.372579	576	8720	356	576	8500	8720	221	0	100.0	38.0	98.0	minus	1.41e-114	409	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_197_length_1325_cov_12.744698	930	1325	176	930	472	1226	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_19_length_48548_cov_11.423901	1113	48548	1	1113	25483	26594	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
NC_017163_00021|MOBF	NODE_110_length_10249_cov_11.738719	1091	10249	1	1091	5786	9058	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NC_017163_00020|MPF_T	NODE_110_length_10249_cov_11.738719	719	10249	1	719	3615	5771	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_017163_00053|MPF_F	NODE_19_length_48548_cov_11.423901	1000	48548	1	1000	32269	35268	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_19_length_48548_cov_11.423901	475	48548	1	475	35287	36711	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NC_010606_00075|MPF_F	NODE_19_length_48548_cov_11.423901	214	48548	1	214	39682	40323	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_19_length_48548_cov_11.423901	438	48548	1	438	41354	42667	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_19_length_48548_cov_11.423901	240	48548	1	240	42680	43399	240	0	100.0	100.0	100.0	minus	3.85e-151	462	mate-pair-formation
