qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_33_length_43709_cov_15.051042	1113	43709	1	1113	25464	26575	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
000523__LT594096_00001|rep_cluster_1226	NODE_69_length_9507_cov_310.564520	936	9507	1	936	6421	7356	936	0	100.0	100.0	100.0	plus	0.0	1729	replicon
000594__NZ_AFDL01000005_00001|rep_cluster_1280	NODE_96_length_2376_cov_2053.612209	573	2376	1	573	1121	1693	573	0	100.0	100.0	100.0	plus	0.0	1059	replicon
NC_006877_00013|MOBQ	NODE_69_length_9507_cov_310.564520	363	9507	1	363	4733	5821	363	0	100.0	100.0	100.0	plus	0.0	725	relaxase
NC_017163_00021|MOBF	NODE_72_length_9167_cov_14.028231	1091	9167	1	1091	3037	6309	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_84_length_6177_cov_148.921356	604	6177	1	604	1568	3379	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NC_010606_00071|MPF_F	NODE_33_length_43709_cov_15.051042	240	43709	1	240	2302	3021	240	0	100.0	100.0	100.0	plus	4.13e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_33_length_43709_cov_15.051042	438	43709	1	438	3034	4347	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_33_length_43709_cov_15.051042	214	43709	1	214	5378	6019	214	0	100.0	100.0	100.0	plus	1.17e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_33_length_43709_cov_15.051042	908	43709	1	908	6032	8755	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_33_length_43709_cov_15.051042	212	43709	1	212	9685	10320	212	0	100.0	100.0	100.0	plus	1.26e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_33_length_43709_cov_15.051042	347	43709	1	347	10320	11360	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_33_length_43709_cov_15.051042	235	43709	1	235	11378	12082	235	0	100.0	100.0	100.0	plus	5.86e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_33_length_43709_cov_15.051042	685	43709	1	685	12082	14136	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_33_length_43709_cov_15.051042	475	43709	1	475	15346	16770	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_33_length_43709_cov_15.051042	1000	43709	1	1000	16789	19788	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_51_length_25824_cov_17.237434	272	25824	1	272	24040	24855	272	0	100.0	100.0	100.0	minus	4.2e-175	533	mate-pair-formation
NC_017163_00020|MPF_T	NODE_72_length_9167_cov_14.028231	719	9167	1	719	6324	8480	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
