qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_19_length_49653_cov_9.385640	1113	49653	1	1113	20231	21342	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_29_length_13503_cov_82.002238	951	13503	1	951	932	1882	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
000579__CP010353_00004|rep_cluster_1265	NODE_29_length_13503_cov_82.002238	930	13503	1	928	9472	10402	931	45	94.844	99.0	99.0	plus	0.0	1450	replicon
CP032277_00002|MOBQ	NODE_29_length_13503_cov_82.002238	323	13503	1	323	11174	12142	323	0	100.0	100.0	100.0	plus	0.0	578	relaxase
NC_017163_00021|MOBF	NODE_30_length_12125_cov_8.712872	1091	12125	1	1091	5817	9089	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NC_017163_00053|MPF_F	NODE_19_length_49653_cov_9.385640	1000	49653	1	1000	27018	30017	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_19_length_49653_cov_9.385640	475	49653	1	475	30036	31460	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_19_length_49653_cov_9.385640	685	49653	1	685	32670	34724	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_19_length_49653_cov_9.385640	235	49653	1	235	34724	35428	235	0	100.0	100.0	100.0	minus	5.73e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_19_length_49653_cov_9.385640	347	49653	1	347	35446	36486	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_19_length_49653_cov_9.385640	212	49653	1	212	36486	37121	212	0	100.0	100.0	100.0	minus	1.24e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_19_length_49653_cov_9.385640	908	49653	1	908	38051	40774	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_19_length_49653_cov_9.385640	214	49653	1	214	40787	41428	214	0	100.0	100.0	100.0	minus	1.14e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_19_length_49653_cov_9.385640	438	49653	1	438	42459	43772	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_19_length_49653_cov_9.385640	240	49653	1	240	43785	44504	240	0	100.0	100.0	100.0	minus	4.04e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_30_length_12125_cov_8.712872	719	12125	1	719	3646	5802	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
