qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP032289_00012|rep_cluster_2288	NODE_13_length_45393_cov_12.460735	747	45393	1	695	11659	12353	695	47	93.237	93.0	93.0	plus	0.0	1024	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_141_length_8830_cov_291.054060	951	8830	1	951	153	1103	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_228_length_1791_cov_5.439716	1113	1791	1	1113	272	1383	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
NC_017163_00021|MOBF	NODE_103_length_14718_cov_8.698953	1091	14718	1	1091	8660	11932	1091	3	99.725	100.0	100.0	minus	0.0	2201	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_164_length_6177_cov_307.473346	604	6177	1	604	1083	2894	604	0	100.0	100.0	100.0	plus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_184_length_4463_cov_23.926902	972	4463	1	972	926	3841	972	11	98.868	100.0	100.0	plus	0.0	1890	relaxase
NC_017163_00020|MPF_T	NODE_103_length_14718_cov_8.698953	719	14718	1	719	11947	14103	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_53_length_25108_cov_8.740973	240	25108	1	240	2290	3009	240	0	100.0	100.0	100.0	plus	3.85e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_53_length_25108_cov_8.740973	438	25108	1	438	3022	4335	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_53_length_25108_cov_8.740973	214	25108	1	214	5366	6007	214	0	100.0	100.0	100.0	plus	1.09e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_53_length_25108_cov_8.740973	908	25108	1	908	6020	8743	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_53_length_25108_cov_8.740973	212	25108	1	212	9673	10308	212	0	100.0	100.0	100.0	plus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_53_length_25108_cov_8.740973	347	25108	1	347	10308	11348	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_53_length_25108_cov_8.740973	235	25108	1	235	11366	12070	235	0	100.0	100.0	100.0	plus	5.47e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_53_length_25108_cov_8.740973	685	25108	1	685	12070	14124	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_53_length_25108_cov_8.740973	475	25108	1	475	15334	16758	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_53_length_25108_cov_8.740973	1000	25108	1	1000	16777	19776	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
