qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001057__CP015616_00173|rep_cluster_1656	NODE_16_length_70992_cov_57.581228	774	70992	1	774	18846	19619	774	8	98.966	100.0	100.0	plus	0.0	1386	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_26_length_14286_cov_89.113484	894	14286	1	894	7248	8141	894	3	99.664	100.0	100.0	plus	0.0	1635	replicon
000595__CU468231_00001|rep_cluster_1280	NODE_26_length_14286_cov_89.113484	924	14286	1	915	13251	14165	915	88	90.383	99.0	99.0	minus	0.0	1203	replicon
NZ_ALIG01000010_00048|MOBP	NODE_12_length_136512_cov_25.206146	284	136512	1	284	135417	136268	284	39	86.268	100.0	100.0	plus	1.06e-168	515	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_16_length_70992_cov_57.581228	284	70992	1	284	15067	15918	284	33	88.38	100.0	100.0	minus	9.71e-175	532	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_70992_cov_57.581228	283	70992	1	72	23791	24006	72	13	81.944	25.0	100.0	minus	1.64e-33	126	relaxase
NZ_CM001803_00063|MOBP	NODE_16_length_70992_cov_57.581228	283	70992	1	283	33293	34141	283	0	100.0	100.0	100.0	plus	0.0	598	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_16_length_70992_cov_57.581228	300	70992	51	300	56510	57259	250	12	95.2	83.0	99.0	minus	7.92e-163	499	relaxase
CP032277_00002|MOBQ	NODE_26_length_14286_cov_89.113484	323	14286	1	323	11504	12472	323	2	99.381	100.0	100.0	minus	0.0	572	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_29_length_6177_cov_99.086706	604	6177	1	604	2307	4118	604	0	100.0	100.0	100.0	plus	0.0	1224	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_30_length_5552_cov_57.115533	300	5552	1	300	3290	4189	300	10	96.667	100.0	100.0	plus	0.0	608	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_41_length_793_cov_91.123919	300	793	51	300	43	792	250	11	95.6	83.0	83.0	minus	0.0	499	relaxase
