sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR10820997	chromosome			NODE_25_length_38630_cov_3.555163	38630	0.3660885322288377	d052740615f6f870e50fa3ba8e45063c	00418	KF702385	ISAba14	IS3	1283	1	1283	100	1382						
ERR10820997	chromosome			NODE_159_length_5518_cov_21.640524	5518	0.4882203696991664	fda65b88e834a60894a957eed7ea25ee	01399	CP016586.1	16s-rRNA	16S	1554	1	1544	173	1711						
ERR10820997	plasmid	AB114	AJ689	NODE_68_length_19000_cov_4.470927	19000	0.392	111d3f54e4318ff5acbab3c7813e5e5d	00345	CP001182	ISAba26	IS256	1318	1	1318	7610	8941	1336	minus	100.0	85.404	0.0	1367
ERR10820997	plasmid	AB114	AJ689	NODE_94_length_14257_cov_4.340444	14257	0.3915269692081083	1be9fb6c29452115a0d862f924edce00	00470	FJ012880	ISAba18	IS3	1321	62	1321	13010	14255	1261	minus	95.0	93.18	0.0	1838
ERR10820997	plasmid	AB114	AJ689	NODE_203_length_2513_cov_12.786661	2513	0.46518105849582175	d732159acf5fd5af43789549ef9149a3	01166	JX441323	ISAba17	IS66	2491	411	2491	2	2103	2102	minus	84.0	90.2	0.0	2721
ERR10820997	plasmid	AB114	AJ689	NODE_222_length_1318_cov_14.412633	1318	0.3937784522003035	4eeece4f9a6f5547216cdda43ca42a03	00345	CP001182	ISAba26	IS256	1318	1	1318	1	1318	1318	minus	100.0	99.848	0.0	2423
ERR10820997	plasmid	AB114	AJ689	NODE_223_length_1274_cov_10.699574	1274	0.37755102040816324	d51c64c81b4287f7492209ac8d05736f	00596	JX076770	ISAba21	IS3	1274	1	1274	1	1274	1274	minus	100.0	99.529	0.0	2320
ERR10820997	plasmid	AC940		NODE_56_length_24261_cov_7.689719	24261	0.3708008738304274	c1b0d6159b946d3ba2c8b94e640b9069	00516	MF399199	ISMca3	IS3	1309	1	1309	4872	6194	1323	plus	100.0	91.156	0.0	1783
ERR10820997	plasmid	AC940		NODE_56_length_24261_cov_7.689719	24261	0.3708008738304274	c1b0d6159b946d3ba2c8b94e640b9069	00962	CP024418	ISAba12	IS5	1039	1	1039	9519	10556	1039	plus	100.0	97.209	0.0	1757
ERR10820997	plasmid	AC940		NODE_174_length_4204_cov_8.047259	4204	0.48287345385347286	1715c5cbf88e59ca0a43ce8257207f9d	00675	JQ241792	ISC1041	IS30	3072	1873	3072	1019	2218	1200	minus	39.0	99.417	0.0	2178
ERR10820997	plasmid	AB829		NODE_111_length_11086_cov_11.728406	11086	0.35522280353599134	ef55f0b3b2a8b585113a03f734323473	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	4522	6003	1482	plus	100.0	91.296	0.0	2023
ERR10820997	plasmid	AB829		NODE_215_length_1717_cov_11.121755	1717	0.42166569598136283	c4d6d63316cb5841912290cf996eb333	01364	CP012956	ISAba32	ISNCY	1482	1	1482	118	1599	1483	minus	100.0	90.425	0.0	1951
