qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000676__CU468233_00017|rep_cluster_1357	NODE_100_length_11076_cov_131.461784	897	11076	1	890	9294	10183	890	71	92.022	99.0	99.0	plus	0.0	1251	replicon
000599__KX426232_00098|rep_cluster_1282	NODE_124_length_6671_cov_157.125228	924	6671	1	924	4812	5735	924	32	96.537	100.0	100.0	plus	0.0	1530	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_196_length_1056_cov_4.081505	1113	1056	17	1072	1	1056	1056	10	99.053	95.0	95.0	plus	0.0	1895	replicon
NC_017163_00021|MOBF	NODE_123_length_6995_cov_6.459687	1091	6995	1	1091	2644	5916	1091	0	100.0	100.0	100.0	plus	0.0	2207	relaxase
CP032102_00178|MOBQ	NODE_124_length_6671_cov_157.125228	478	6671	1	478	2799	4232	478	14	97.071	100.0	100.0	plus	0.0	928	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_150_length_4099_cov_658.107500	307	4099	138	307	3590	4099	170	10	94.118	55.0	100.0	minus	2.47e-88	285	relaxase
NC_017163_00020|MPF_T	NODE_123_length_6995_cov_6.459687	719	6995	1	719	473	2629	719	0	100.0	100.0	100.0	plus	0.0	1447	mate-pair-formation
NC_010606_00071|MPF_F	NODE_67_length_23404_cov_6.083501	240	23404	1	240	2186	2905	240	0	100.0	100.0	100.0	plus	3.94e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_67_length_23404_cov_6.083501	438	23404	1	438	2918	4231	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_67_length_23404_cov_6.083501	214	23404	1	214	5262	5903	214	0	100.0	100.0	100.0	plus	1.11e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_67_length_23404_cov_6.083501	908	23404	1	908	5916	8639	908	1	99.89	100.0	100.0	plus	0.0	1752	mate-pair-formation
NC_010606_00078|MPF_F	NODE_67_length_23404_cov_6.083501	212	23404	1	212	9569	10204	212	0	100.0	100.0	100.0	plus	1.21e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_67_length_23404_cov_6.083501	347	23404	1	347	10204	11244	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_67_length_23404_cov_6.083501	235	23404	1	235	11262	11966	235	1	99.574	100.0	100.0	plus	2.7300000000000003e-157	479	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_67_length_23404_cov_6.083501	685	23404	1	685	11966	14020	685	4	99.416	100.0	100.0	plus	0.0	1413	mate-pair-formation
NC_017163_00052|MPF_F	NODE_67_length_23404_cov_6.083501	475	23404	1	475	15226	16650	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_67_length_23404_cov_6.083501	1000	23404	1	1000	16669	19668	1000	0	100.0	100.0	100.0	plus	0.0	1831	mate-pair-formation
