qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_24_length_50291_cov_53.587345	1113	50291	1	1113	28309	29420	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_31_length_23224_cov_83.857266	984	23224	1	984	20242	21225	984	0	100.0	100.0	100.0	minus	0.0	1818	replicon
NC_017163_00021|MOBF	NODE_41_length_11169_cov_55.230443	1091	11169	1	1091	3037	6309	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_47_length_6299_cov_158.402742	604	6299	1	604	1882	3693	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_AFDA02000009_00090|MPF_I	NODE_19_length_68285_cov_31.106356	912	68285	1	912	3385	6120	912	0	100.0	100.0	100.0	minus	0.0	1713	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_19_length_68285_cov_31.106356	376	68285	1	376	15409	16536	376	0	100.0	100.0	100.0	minus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_19_length_68285_cov_31.106356	238	68285	1	238	16557	17270	238	0	100.0	100.0	100.0	minus	5.6e-143	439	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_19_length_68285_cov_31.106356	272	68285	1	272	23184	23999	272	0	100.0	100.0	100.0	plus	4.29e-175	533	mate-pair-formation
NC_010606_00071|MPF_F	NODE_24_length_50291_cov_53.587345	240	50291	1	240	5147	5866	240	0	100.0	100.0	100.0	plus	4.18e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_24_length_50291_cov_53.587345	438	50291	1	438	5879	7192	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_24_length_50291_cov_53.587345	214	50291	1	214	8223	8864	214	0	100.0	100.0	100.0	plus	1.18e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_24_length_50291_cov_53.587345	908	50291	1	908	8877	11600	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_24_length_50291_cov_53.587345	212	50291	1	212	12530	13165	212	0	100.0	100.0	100.0	plus	1.2799999999999998e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_24_length_50291_cov_53.587345	347	50291	1	347	13165	14205	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_24_length_50291_cov_53.587345	235	50291	1	235	14223	14927	235	0	100.0	100.0	100.0	plus	5.92e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_24_length_50291_cov_53.587345	685	50291	1	685	14927	16981	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_24_length_50291_cov_53.587345	475	50291	1	475	18191	19615	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_24_length_50291_cov_53.587345	1000	50291	1	1000	19634	22633	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NC_017163_00020|MPF_T	NODE_41_length_11169_cov_55.230443	719	11169	1	719	6324	8480	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
