sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR4999570	chromosome			NODE_16_length_101818_cov_26.812080	101818	0.4063230470054411	a8b49ea35731b0f3d5ff7aa8d4db7f78	00966	CP001182	ISAlw1	IS5	1039	1	1039	28542	29580						
ERR4999570	chromosome			NODE_48_length_5603_cov_26.291606	5603	0.3974656434053186	d6fd7adfe4c5d054141e8d95cb5365d1	00822	KF978125	ISPa13	IS4	3729	1	2332	1146	3477						
ERR4999570	chromosome			NODE_50_length_5257_cov_131.011826	5257	0.491535096062393	fdb3dffccc9d361c6ca40e6156bd1e99	01399	CP016586.1	16s-rRNA	16S	1554	7	1544	3547	5079						
ERR4999570	chromosome			NODE_68_length_1403_cov_65.084356	1403	0.43763364219529577	1a87539729e65c51b255aec0043a899b	01361	KY617771	ISAjo2	ISNCY	1482	1	1403	1	1403						
ERR4999570	plasmid	AC716	AM018	NODE_38_length_12805_cov_25.228003	12805	0.47200312377977355	e331740af08a33edc13b341a4f45b1b7	01381	MF399199	ISAcsp1	Tn3	3736	276	3736	9345	12805	3461	minus	93.0	100.0	0.0	6392
ERR4999570	plasmid	AC716	AM018	NODE_59_length_2594_cov_53.937074	2594	0.46838858905165764	963a879bd70009a952ff54c06f7ab8cf	01166	JX441323	ISAba17	IS66	2491	979	2491	1	1513	1515	minus	61.0	88.713	0.0	1847
ERR4999570	plasmid	AC716	AM018	NODE_72_length_1282_cov_159.297549	1282	0.38221528861154447	4ee201b5a43f61cad9bcf6eb4ff6ca88	00418	KF702385	ISAba14	IS3	1283	1	1282	1	1282	1282	plus	99.0	99.844	0.0	2357
ERR4999570	plasmid	AC716	AM018	NODE_75_length_1103_cov_116.220120	1103	0.34088848594741616	8ffda8d69afa8242e153bbbe275df539	01201	JX072963	ISAba11	IS701	1101	1	1101	3	1103	1101	plus	100.0	98.638	0.0	1951
ERR4999570	plasmid	AC716	AM018	NODE_76_length_1087_cov_141.733806	1087	0.3689052437902484	9b6cf0e0897a8365d238aa5fba0c5b4f	00704	KF702385	ISAba125	IS30	2175	1089	2175	1	1087	1087	plus	50.0	99.908	0.0	2002
ERR4999570	plasmid	AC973		NODE_31_length_23224_cov_83.857266	23224	0.4064	99bc586c727c67d22789f2f4c9236f4c	01314	CP002457	ISPpu12	ISL3	3372	1	3372	1802	5174	3375	plus	100.0	95.97	0.0	5474
ERR4999570	plasmid	AC973		NODE_31_length_23224_cov_83.857266	23224	0.4064	99bc586c727c67d22789f2f4c9236f4c	00962	CP024418	ISAba12	IS5	1039	1	1039	16443	17481	1039	minus	100.0	99.711	0.0	1903
ERR4999570	plasmid	AC973		NODE_31_length_23224_cov_83.857266	23224	0.4064	99bc586c727c67d22789f2f4c9236f4c	00965	EU850412	ISAha3	IS5	1040	1	1039	17626	18664	1043	minus	99.0	80.633	0.0	800
ERR4999570	plasmid	AC973		NODE_42_length_10253_cov_50.888221	10253	0.5013166877986931	a7abf5511d2d4fc38010b326a0d10c36	01315	CP022426	ISStma11	ISL3	4426	1971	3351	5157	6537	1389	minus	31.0	85.241	0.0	1415
ERR4999570	plasmid	AC973		NODE_42_length_10253_cov_50.888221	10253	0.5013166877986931	a7abf5511d2d4fc38010b326a0d10c36	01315	CP022426	ISStma11	ISL3	4426	58	1873	6584	8403	1832	minus	41.0	81.769	0.0	1507
