qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP032289_00012|rep_cluster_2288	NODE_19_length_79977_cov_12.659844	747	79977	1	695	33041	33735	695	47	93.237	93.0	93.0	minus	0.0	1024	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_34_length_38702_cov_12.219050	1113	38702	1	1113	9280	10391	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_51_length_8775_cov_528.704011	951	8775	1	951	7706	8656	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
NC_017163_00021|MOBF	NODE_48_length_12093_cov_11.341337	1091	12093	1	1091	3036	6308	1091	3	99.725	100.0	100.0	minus	0.0	2201	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_54_length_6177_cov_428.497697	604	6177	1	604	2238	4049	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_61_length_4461_cov_38.107749	972	4461	1	972	924	3839	972	11	98.868	100.0	100.0	plus	0.0	1890	relaxase
NC_017163_00053|MPF_F	NODE_34_length_38702_cov_12.219050	1000	38702	1	1000	16067	19066	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_34_length_38702_cov_12.219050	475	38702	1	475	19085	20509	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_34_length_38702_cov_12.219050	685	38702	1	685	21719	23773	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_34_length_38702_cov_12.219050	235	38702	1	235	23773	24477	235	0	100.0	100.0	100.0	minus	5.56e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_34_length_38702_cov_12.219050	347	38702	1	347	24495	25535	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_34_length_38702_cov_12.219050	212	38702	1	212	25535	26170	212	0	100.0	100.0	100.0	minus	1.2e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_34_length_38702_cov_12.219050	908	38702	1	908	27100	29823	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_34_length_38702_cov_12.219050	214	38702	1	214	29836	30477	214	0	100.0	100.0	100.0	minus	1.11e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_34_length_38702_cov_12.219050	438	38702	1	438	31508	32821	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_34_length_38702_cov_12.219050	240	38702	1	240	32834	33553	240	0	100.0	100.0	100.0	minus	3.92e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_48_length_12093_cov_11.341337	719	12093	1	719	6323	8479	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
