sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR6938738	chromosome			NODE_1_length_268532_cov_31.325839	268532	0.42139856702366946	de6c6b23665d427f8fc02bae4ab0f5d8	00966	CP001182	ISAlw1	IS5	1039	1	1039	185660	186700						
ERR6938738	chromosome			NODE_4_length_145048_cov_3.088804	145048	0.4050114460655873	b20c61bdbd5f9943c1e8278daed92cd0	00547	LT898484	ISEhe4	IS3	15214	1	4734	1355	6089						
ERR6938738	chromosome			NODE_4_length_145048_cov_3.088804	145048	0.4050114460655873	b20c61bdbd5f9943c1e8278daed92cd0	00547	LT898484	ISEhe4	IS3	15214	5956	15214	6086	15344						
ERR6938738	chromosome			NODE_11_length_90964_cov_35.119199	90964	0.4078096829514973	6e97d288feb445b32c58857c4f8da124	00418	KF702385	ISAba14	IS3	1283	1	1282	72237	73518						
ERR6938738	chromosome			NODE_19_length_64374_cov_28.848012	64374	0.4255289402553826	e180fdd585e29da5ac955ac190a3f0d6	00516	MF399199	ISMca3	IS3	1309	1	1309	5193	6542						
ERR6938738	chromosome			NODE_34_length_48673_cov_35.247210	48673	0.39422266965257946	d4ba85855ddd3f2b14fb13a58728416d	00418	KF702385	ISAba14	IS3	1283	1	1283	46916	48198						
ERR6938738	chromosome			NODE_49_length_37213_cov_36.124320	37213	0.4213043828769516	e38fc31e182b4e96dcdc2db0b0ea3667	00965	EU850412	ISAha3	IS5	1040	1	1039	7527	8565						
ERR6938738	chromosome			NODE_102_length_21878_cov_13.995959	21878	0.35227168845415485	1cbe00c831f95fc0d16dcee18758a2a8	00516	MF399199	ISMca3	IS3	1309	1	1309	8853	10161						
ERR6938738	chromosome			NODE_170_length_12556_cov_3.216665	12556	0.4856642242752469	fd021f79528bb2b77933643a70bbb022	01314	CP002457	ISPpu12	ISL3	3372	1	3372	5079	8450						
ERR6938738	chromosome			NODE_219_length_8112_cov_2.632098	8112	0.6291913214990138	d296f9122a94c17e571b4369746328ef	00917	KY978629	IS5D	IS5	9632	1	7748	365	8112						
ERR6938738	chromosome			NODE_331_length_2645_cov_27.795365	2645	0.3413988657844991	fffe381119e49ca79ad986c57d004d46	01201	JX072963	ISAba11	IS701	1101	1	1101	518	1618						
ERR6938738	chromosome			NODE_390_length_1200_cov_93.029973	1200	0.4	a3c3a1fccbe17562f6276c19222b48e4	00441	JQ241792	ISAba20	IS3	1199	1	1199	1	1200						
ERR6938738	plasmid	novel_5d62187c0a248bd533d791bafb9593d6		NODE_354_length_1955_cov_132.418642	1955	0.44143222506393864	c536167d1c83899d18c873df63f08ab3	00301	CP012956	ISAba8	IS21	1920	1	1920	1	1920	1920	minus	100.0	96.615	0.0	3186
ERR6938738	plasmid	novel_5d62187c0a248bd533d791bafb9593d6		NODE_392_length_1087_cov_94.160931	1087	0.37258509659613614	388c5609f6e0f43469e9b913a2ebf011	00704	KF702385	ISAba125	IS30	2175	1	1087	1	1087	1087	plus	50.0	99.724	0.0	1991
ERR6938738	plasmid	novel_5d62187c0a248bd533d791bafb9593d6		NODE_394_length_1039_cov_66.803191	1039	0.4061597690086622	5fc5fe8430c60721d04dcf2a83f024e2	00965	EU850412	ISAha3	IS5	1040	1	1039	1	1039	1043	plus	99.0	81.592	0.0	856
ERR6938738	plasmid	AC715	AM016	NODE_393_length_1074_cov_491.904615	1074	0.3919925512104283	9737f18577368e393baa6ba31ac1164f	00688	JX076770	IS18	IS30	1074	1	1074	1	1074	1074	minus	100.0	99.162	0.0	1934
