qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_23_length_53297_cov_13.426896	1113	53297	1	1113	23878	24989	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_48_length_6027_cov_21.170547	984	6027	1	984	2945	3928	984	0	100.0	100.0	100.0	minus	0.0	1818	replicon
NC_017163_00021|MOBF	NODE_39_length_11169_cov_13.590334	1091	11169	1	1091	4861	8133	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_47_length_6299_cov_362.793065	604	6299	1	604	544	2355	604	0	100.0	100.0	100.0	plus	0.0	1224	relaxase
NZ_AFDA02000009_00109|MPF_I	NODE_18_length_68382_cov_10.093246	272	68382	1	272	44288	45103	272	0	100.0	100.0	100.0	minus	4.29e-175	533	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_18_length_68382_cov_10.093246	238	68382	1	238	51017	51730	238	0	100.0	100.0	100.0	plus	5.59e-143	439	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_18_length_68382_cov_10.093246	376	68382	1	376	51751	52878	376	0	100.0	100.0	100.0	plus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_18_length_68382_cov_10.093246	912	68382	1	912	62167	64902	912	0	100.0	100.0	100.0	plus	0.0	1713	mate-pair-formation
NC_017163_00053|MPF_F	NODE_23_length_53297_cov_13.426896	1000	53297	1	1000	30665	33664	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_23_length_53297_cov_13.426896	475	53297	1	475	33683	35107	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_23_length_53297_cov_13.426896	685	53297	1	685	36317	38371	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_23_length_53297_cov_13.426896	235	53297	1	235	38371	39075	235	0	100.0	100.0	100.0	minus	5.92e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_23_length_53297_cov_13.426896	347	53297	1	347	39093	40133	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_23_length_53297_cov_13.426896	212	53297	1	212	40133	40768	212	0	100.0	100.0	100.0	minus	1.2799999999999998e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_23_length_53297_cov_13.426896	908	53297	1	908	41698	44421	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_23_length_53297_cov_13.426896	214	53297	1	214	44434	45075	214	0	100.0	100.0	100.0	minus	1.18e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_23_length_53297_cov_13.426896	438	53297	1	438	46106	47419	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_23_length_53297_cov_13.426896	240	53297	1	240	47432	48151	240	0	100.0	100.0	100.0	minus	4.18e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_39_length_11169_cov_13.590334	719	11169	1	719	2690	4846	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
