sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR6938913	chromosome			NODE_7_length_101635_cov_17.279261	101635	0.38930486544989423	543cd80eec3ae424ad2e6ba393280b36	00966	CP001182	ISAlw1	IS5	1039	1	1039	97952	98990						
ERR6938913	chromosome			NODE_11_length_69031_cov_16.188185	69031	0.40077646274862017	05f79524430f3827bc23bdef2e505f4e	00516	MF399199	ISMca3	IS3	1309	1	1309	24018	25326						
ERR6938913	chromosome			NODE_36_length_32250_cov_7.328077	32250	0.4029767441860465	ff63bb13e2fedab8e2f5b6fa9c5501cd	00301	CP012956	ISAba8	IS21	1920	15	1180	8743	9908						
ERR6938913	chromosome			NODE_36_length_32250_cov_7.328077	32250	0.4029767441860465	ff63bb13e2fedab8e2f5b6fa9c5501cd	00596	JX076770	ISAba21	IS3	1274	1	1266	15955	17220						
ERR6938913	chromosome			NODE_61_length_20058_cov_9.515457	20058	0.3805464153953535	f5d6b151b3fe9ef7e52eb4101b00ef10	01361	KY617771	ISAjo2	ISNCY	1482	7	1482	1385	2860						
ERR6938913	chromosome			NODE_131_length_1248_cov_123.116623	1248	0.40064102564102566	d636f0dea47774eacbf11844a7f449db	00345	CP001182	ISAba26	IS256	1318	1	1248	1	1248						
ERR6938913	plasmid	AB829		NODE_20_length_45921_cov_9.282113	45921	0.4152244604002532	325fc8c9426aa8018bd3b38fd1bcb255	00418	KF702385	ISAba14	IS3	1283	1	1283	4127	5409	1283	minus	100.0	94.622	0.0	1988
ERR6938913	plasmid	AB829		NODE_139_length_1039_cov_94.768085	1039	0.42059672762271416	70d331da5a68bfc067bc19f233308708	00962	CP024418	ISAba12	IS5	1039	1	1039	1	1039	1039	plus	100.0	97.498	0.0	1775
ERR6938913	plasmid	AE272	AO018	NODE_31_length_34602_cov_9.197780	34602	0.3667129067683949	53f527e9078257e915b72fbb29fe8fdb	00596	JX076770	ISAba21	IS3	1274	1	1274	9155	10428	1274	plus	100.0	99.608	0.0	2326
ERR6938913	plasmid	novel_451f2b00d893015db1fa35e6ac90d628		NODE_80_length_11789_cov_15.596322	11789	0.3989312070574264	451f2b00d893015db1fa35e6ac90d628	00470	FJ012880	ISAba18	IS3	1321	1	1279	719	1983	1279	plus	97.0	93.432	0.0	1884
