qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002092__CU459140_00002|rep_cluster_639	NODE_107_length_8189_cov_7.271693	1173	8189	1	1173	6757	7929	1173	4	99.659	100.0	100.0	plus	0.0	2145	replicon
CP033534_00010|rep_cluster_1254	NODE_120_length_6872_cov_15.319061	606	6872	1	606	3331	3935	606	1	99.67	100.0	100.0	plus	0.0	1107	replicon
CP032289_00012|rep_cluster_2288	NODE_22_length_48272_cov_5.466755	747	48272	1	730	628	1357	730	49	93.288	98.0	98.0	minus	0.0	1077	replicon
CP033538_00006|rep_cluster_2314	NODE_99_length_9075_cov_12.569296	690	9075	1	690	7243	7933	692	70	89.451	100.0	100.0	plus	0.0	870	replicon
NZ_AEOY01000096_00007|MOBP	NODE_10_length_69103_cov_4.493377	300	69103	1	300	13718	14617	300	13	95.667	100.0	100.0	plus	0.0	597	relaxase
NZ_CM001803_00063|MOBP	NODE_150_length_3572_cov_6.640369	283	3572	1	283	2593	3441	283	0	100.0	100.0	100.0	minus	0.0	598	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_180_length_982_cov_35.827860	284	982	1	254	3	764	254	32	87.402	89.0	89.0	minus	1.38e-168	467	relaxase
NZ_CM001803_00063|MOBP	NODE_8_length_78221_cov_4.729410	283	78221	1	121	21719	22081	121	12	90.083	43.0	100.0	plus	1.34e-71	236	relaxase
NZ_CM001803_00063|MOBP	NODE_8_length_78221_cov_4.729410	283	78221	116	283	23900	24400	168	13	91.667	59.0	100.0	plus	1.8e-102	325	relaxase
CP031711_00011|MOBQ	NODE_99_length_9075_cov_12.569296	391	9075	1	391	4985	6163	393	53	86.005	100.0	100.0	plus	0.0	687	relaxase
