qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_55_length_26778_cov_30.526107	1113	26778	1	1113	25343	26454	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
000321__KX528687_00080|rep_cluster_1072	NODE_68_length_22318_cov_65.927675	984	22318	1	984	19894	20877	984	0	100.0	100.0	100.0	minus	0.0	1818	replicon
NC_017163_00021|MOBF	NODE_109_length_9283_cov_23.256206	1091	9283	1	1091	3037	6309	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_124_length_6299_cov_602.452419	604	6299	1	604	1739	3550	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NC_017163_00020|MPF_T	NODE_109_length_9283_cov_23.256206	719	9283	1	719	6324	8480	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_55_length_26778_cov_30.526107	240	26778	1	240	2181	2900	240	0	100.0	100.0	100.0	plus	4.1e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_55_length_26778_cov_30.526107	438	26778	1	438	2913	4226	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_55_length_26778_cov_30.526107	214	26778	1	214	5257	5898	214	0	100.0	100.0	100.0	plus	1.16e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_55_length_26778_cov_30.526107	908	26778	1	908	5911	8634	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_55_length_26778_cov_30.526107	212	26778	1	212	9564	10199	212	0	100.0	100.0	100.0	plus	1.26e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_55_length_26778_cov_30.526107	347	26778	1	347	10199	11239	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_55_length_26778_cov_30.526107	235	26778	1	235	11257	11961	235	0	100.0	100.0	100.0	plus	5.82e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_55_length_26778_cov_30.526107	685	26778	1	685	11961	14015	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_55_length_26778_cov_30.526107	475	26778	1	475	15225	16649	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_55_length_26778_cov_30.526107	1000	26778	1	1000	16668	19667	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_64_length_24374_cov_16.808898	272	24374	1	272	779	1594	272	0	100.0	100.0	100.0	plus	4.19e-175	533	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_81_length_16848_cov_23.529285	238	16848	1	238	2413	3126	238	0	100.0	100.0	100.0	plus	5.43e-143	439	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_81_length_16848_cov_23.529285	376	16848	1	376	3147	4274	376	0	100.0	100.0	100.0	plus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_81_length_16848_cov_23.529285	912	16848	1	912	13563	16298	912	0	100.0	100.0	100.0	plus	0.0	1713	mate-pair-formation
