qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_15_length_65135_cov_19.543453	1113	65135	1	1113	20745	21856	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_26_length_8830_cov_469.493414	951	8830	1	951	153	1103	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
NC_017163_00021|MOBF	NODE_15_length_65135_cov_19.543453	1091	65135	1	1091	56078	59350	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NC_017163_00053|MPF_F	NODE_15_length_65135_cov_19.543453	1000	65135	1	1000	27532	30531	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_15_length_65135_cov_19.543453	475	65135	1	475	30550	31974	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_15_length_65135_cov_19.543453	685	65135	1	685	33184	35238	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_15_length_65135_cov_19.543453	235	65135	1	235	35238	35942	235	0	100.0	100.0	100.0	minus	5.5e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_15_length_65135_cov_19.543453	347	65135	1	347	35960	37000	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_15_length_65135_cov_19.543453	212	65135	1	212	37000	37635	212	0	100.0	100.0	100.0	minus	1.19e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_15_length_65135_cov_19.543453	908	65135	1	908	38565	41288	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_15_length_65135_cov_19.543453	214	65135	1	214	41301	41942	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_15_length_65135_cov_19.543453	438	65135	1	438	42973	44286	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_15_length_65135_cov_19.543453	240	65135	1	240	44299	45018	240	0	100.0	100.0	100.0	minus	3.88e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_15_length_65135_cov_19.543453	719	65135	1	719	59365	61521	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
