qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_16_length_65398_cov_8.963215	1113	65398	1	1113	45722	46833	1113	1	99.82	100.0	100.0	plus	0.0	2043	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_24_length_4784_cov_21.199146	894	4784	178	894	3975	4691	717	1	99.861	80.0	80.0	minus	0.0	1319	replicon
NC_017163_00021|MOBF	NODE_16_length_65398_cov_8.963215	1091	65398	1	1091	11303	14575	1091	3	99.725	100.0	100.0	plus	0.0	2199	relaxase
LR026973_00032|MOBP	NODE_18_length_42451_cov_18.033292	821	42451	1	821	31761	34223	821	1	99.878	100.0	100.0	plus	0.0	1661	relaxase
NZ_AFDA02000006_00006|MOBP	NODE_22_length_6177_cov_56.423824	604	6177	1	604	4228	6039	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NC_017163_00020|MPF_T	NODE_16_length_65398_cov_8.963215	719	65398	1	719	9132	11288	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_16_length_65398_cov_8.963215	240	65398	1	240	22560	23279	240	0	100.0	100.0	100.0	plus	3.89e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_16_length_65398_cov_8.963215	438	65398	1	438	23292	24605	438	1	99.772	100.0	100.0	plus	0.0	860	mate-pair-formation
NC_010606_00075|MPF_F	NODE_16_length_65398_cov_8.963215	214	65398	1	214	25636	26277	214	0	100.0	100.0	100.0	plus	1.1e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_16_length_65398_cov_8.963215	908	65398	1	908	26290	29013	908	2	99.78	100.0	100.0	plus	0.0	1749	mate-pair-formation
NC_010606_00078|MPF_F	NODE_16_length_65398_cov_8.963215	212	65398	1	212	29943	30578	212	0	100.0	100.0	100.0	plus	1.19e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_16_length_65398_cov_8.963215	347	65398	1	347	30578	31618	347	1	99.712	100.0	100.0	plus	0.0	697	mate-pair-formation
NC_010606_00080|MPF_F	NODE_16_length_65398_cov_8.963215	235	65398	1	235	31636	32340	235	0	100.0	100.0	100.0	plus	5.52e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_16_length_65398_cov_8.963215	685	65398	1	685	32340	34394	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_16_length_65398_cov_8.963215	475	65398	1	475	35604	37028	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_16_length_65398_cov_8.963215	1000	65398	1	1000	37047	40046	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
