qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_126_length_8830_cov_221.506128	951	8830	1	951	435	1385	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_126_length_8830_cov_221.506128	576	8830	344	576	8598	8830	233	0	100.0	40.0	100.0	minus	3.0300000000000003e-121	431	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_13_length_52336_cov_17.948351	930	52336	176	930	149	903	755	72	90.464	81.0	81.0	plus	0.0	996	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_212_length_2207_cov_4.774194	1113	2207	1	1113	777	1888	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
NC_017163_00021|MOBF	NODE_127_length_8776_cov_9.340555	1091	8776	1	1091	3470	6742	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_28_length_34421_cov_17.343919	284	34421	1	284	31586	32437	284	39	86.268	100.0	100.0	plus	1.05e-168	515	relaxase
NC_017163_00020|MPF_T	NODE_127_length_8776_cov_9.340555	719	8776	1	719	1299	3455	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_55_length_24586_cov_13.459713	240	24586	1	240	2190	2909	240	0	100.0	100.0	100.0	plus	3.84e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_55_length_24586_cov_13.459713	438	24586	1	438	2922	4235	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_55_length_24586_cov_13.459713	214	24586	1	214	5266	5907	214	0	100.0	100.0	100.0	plus	1.08e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_55_length_24586_cov_13.459713	908	24586	1	908	5920	8643	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_55_length_24586_cov_13.459713	212	24586	1	212	9573	10208	212	0	100.0	100.0	100.0	plus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_55_length_24586_cov_13.459713	347	24586	1	347	10208	11248	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_55_length_24586_cov_13.459713	235	24586	1	235	11266	11970	235	0	100.0	100.0	100.0	plus	5.45e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_55_length_24586_cov_13.459713	685	24586	1	685	11970	14024	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_55_length_24586_cov_13.459713	475	24586	1	475	15234	16658	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_55_length_24586_cov_13.459713	1000	24586	1	1000	16677	19676	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
