qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_102_length_8830_cov_633.314626	951	8830	1	951	549	1499	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_115_length_6648_cov_6.276683	1113	6648	1	1113	5146	6257	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_80_length_15086_cov_12.682125	930	15086	176	930	100	854	755	72	90.464	81.0	81.0	plus	0.0	996	replicon
NC_017163_00021|MOBF	NODE_109_length_7496_cov_10.435582	1091	7496	1	1091	2941	6213	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_61_length_23982_cov_13.506176	284	23982	1	284	6224	7075	284	39	86.268	100.0	100.0	minus	1.0399999999999999e-168	515	relaxase
NC_017163_00020|MPF_T	NODE_109_length_7496_cov_10.435582	719	7496	1	719	770	2926	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_017163_00053|MPF_F	NODE_43_length_32532_cov_12.563377	1000	32532	1	1000	5251	8250	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_43_length_32532_cov_12.563377	475	32532	1	475	8269	9693	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_43_length_32532_cov_12.563377	685	32532	1	685	10903	12957	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_43_length_32532_cov_12.563377	235	32532	1	235	12957	13661	235	0	100.0	100.0	100.0	minus	5.49e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_43_length_32532_cov_12.563377	347	32532	1	347	13679	14719	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_43_length_32532_cov_12.563377	212	32532	1	212	14719	15354	212	0	100.0	100.0	100.0	minus	1.19e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_43_length_32532_cov_12.563377	908	32532	1	908	16284	19007	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_43_length_32532_cov_12.563377	214	32532	1	214	19020	19661	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_43_length_32532_cov_12.563377	438	32532	1	438	20692	22005	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_43_length_32532_cov_12.563377	240	32532	1	240	22018	22737	240	0	100.0	100.0	100.0	minus	3.87e-151	462	mate-pair-formation
