qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000599__KX426232_00098|rep_cluster_1282	NODE_108_length_6683_cov_44.802096	924	6683	1	924	4812	5735	924	32	96.537	100.0	100.0	plus	0.0	1530	replicon
000676__CU468233_00017|rep_cluster_1357	NODE_90_length_11064_cov_44.239307	897	11064	1	890	882	1771	890	71	92.022	99.0	99.0	minus	0.0	1251	replicon
NC_017163_00021|MOBF	NODE_105_length_7195_cov_7.624014	1091	7195	1	1091	1125	4397	1091	0	100.0	100.0	100.0	minus	0.0	2207	relaxase
CP032102_00178|MOBQ	NODE_108_length_6683_cov_44.802096	478	6683	1	478	2799	4232	478	14	97.071	100.0	100.0	plus	0.0	928	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_127_length_4099_cov_232.072000	307	4099	231	307	2	232	77	9	88.312	25.0	100.0	plus	5.24e-23	96	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_127_length_4099_cov_232.072000	307	4099	1	262	3306	4097	264	9	95.833	85.0	100.0	plus	1.09e-176	521	relaxase
NC_017163_00020|MPF_T	NODE_105_length_7195_cov_7.624014	719	7195	1	719	4412	6568	719	0	100.0	100.0	100.0	minus	0.0	1447	mate-pair-formation
NC_010606_00071|MPF_F	NODE_52_length_23586_cov_7.879550	240	23586	1	240	2201	2920	240	0	100.0	100.0	100.0	plus	3.95e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_52_length_23586_cov_7.879550	438	23586	1	438	2933	4246	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_52_length_23586_cov_7.879550	214	23586	1	214	5277	5918	214	0	100.0	100.0	100.0	plus	1.12e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_52_length_23586_cov_7.879550	908	23586	1	908	5931	8654	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_52_length_23586_cov_7.879550	212	23586	1	212	9584	10219	212	0	100.0	100.0	100.0	plus	1.21e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_52_length_23586_cov_7.879550	347	23586	1	347	10219	11259	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_52_length_23586_cov_7.879550	235	23586	1	235	11277	11981	235	1	99.574	100.0	100.0	plus	2.74e-157	479	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_52_length_23586_cov_7.879550	685	23586	1	685	11981	14035	685	3	99.562	100.0	100.0	plus	0.0	1414	mate-pair-formation
NC_017163_00052|MPF_F	NODE_52_length_23586_cov_7.879550	475	23586	1	475	15241	16665	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_52_length_23586_cov_7.879550	1000	23586	1	1000	16684	19683	1000	0	100.0	100.0	100.0	plus	0.0	1831	mate-pair-formation
