qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_104_length_8720_cov_510.243591	951	8720	1	951	337	1287	951	0	100.0	100.0	100.0	minus	0.0	1757	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_104_length_8720_cov_510.243591	576	8720	356	576	8500	8720	221	0	100.0	38.0	98.0	minus	1.44e-114	409	replicon
CP032289_00012|rep_cluster_2288	NODE_13_length_69126_cov_9.495473	747	69126	1	695	33041	33735	695	47	93.237	93.0	93.0	minus	0.0	1024	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_37_length_38700_cov_9.854934	1113	38700	1	1113	28311	29422	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
NZ_AFDA02000006_00006|MOBP	NODE_110_length_6177_cov_563.426621	604	6177	1	604	1259	3070	604	0	100.0	100.0	100.0	minus	0.0	1224	relaxase
NZ_ALIR01000019_00003|MOBQ	NODE_119_length_4463_cov_16.725940	972	4463	1	972	926	3841	972	11	98.868	100.0	100.0	plus	0.0	1890	relaxase
NC_017163_00021|MOBF	NODE_88_length_12093_cov_8.334000	1091	12093	1	1091	5786	9058	1091	3	99.725	100.0	100.0	plus	0.0	2201	relaxase
NC_010606_00071|MPF_F	NODE_37_length_38700_cov_9.854934	240	38700	1	240	5150	5869	240	0	100.0	100.0	100.0	plus	3.91e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_37_length_38700_cov_9.854934	438	38700	1	438	5882	7195	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_37_length_38700_cov_9.854934	214	38700	1	214	8226	8867	214	0	100.0	100.0	100.0	plus	1.1e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_37_length_38700_cov_9.854934	908	38700	1	908	8880	11603	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_37_length_38700_cov_9.854934	212	38700	1	212	12533	13168	212	0	100.0	100.0	100.0	plus	1.2e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_37_length_38700_cov_9.854934	347	38700	31	347	13257	14207	317	8	97.476	91.0	100.0	plus	0.0	649	mate-pair-formation
NC_010606_00080|MPF_F	NODE_37_length_38700_cov_9.854934	235	38700	1	235	14225	14929	235	0	100.0	100.0	100.0	plus	5.54e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_37_length_38700_cov_9.854934	685	38700	1	685	14929	16983	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_37_length_38700_cov_9.854934	475	38700	1	475	18193	19617	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_37_length_38700_cov_9.854934	1000	38700	1	1000	19636	22635	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NC_017163_00020|MPF_T	NODE_88_length_12093_cov_8.334000	719	12093	1	719	3615	5771	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
