qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000454__KY202458_00008|rep_cluster_1172	NODE_50_length_19268_cov_15.415149	951	19268	1	951	7592	8542	951	1	99.895	100.0	100.0	minus	0.0	1751	replicon
000682__CU468232_00001|rep_cluster_1364	NODE_50_length_19268_cov_15.415149	894	19268	1	891	16167	17046	895	108	85.81	99.0	99.0	plus	0.0	931	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_62_length_7636_cov_4.847287	930	7636	176	930	6783	7537	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NZ_AEOY01000096_00007|MOBP	NODE_18_length_71513_cov_3.505923	300	71513	1	300	62067	62966	300	16	94.667	100.0	100.0	plus	0.0	596	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_2_length_335444_cov_5.168826	284	335444	1	284	119791	120642	284	40	85.915	100.0	100.0	plus	2.96e-168	514	relaxase
NC_006877_00013|MOBQ	NODE_50_length_19268_cov_15.415149	363	19268	1	363	14528	15616	363	1	99.725	100.0	100.0	plus	0.0	723	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_67_length_5739_cov_29.225355	307	5739	1	307	3263	4183	307	0	100.0	100.0	100.0	minus	0.0	589	relaxase
NZ_AFDA02000009_00099|MPF_I	NODE_14_length_89561_cov_5.309651	376	89561	1	376	6801	7928	376	0	100.0	100.0	100.0	minus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_14_length_89561_cov_5.309651	238	89561	1	238	7949	8662	238	0	100.0	100.0	100.0	minus	5.45e-143	439	mate-pair-formation
NZ_AFDA02000009_00109|MPF_I	NODE_14_length_89561_cov_5.309651	272	89561	1	272	15433	16248	272	0	100.0	100.0	100.0	plus	4.18e-175	533	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_71_length_4592_cov_5.469397	912	4592	1	912	1270	4005	912	0	100.0	100.0	100.0	plus	0.0	1713	mate-pair-formation
