qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP018949|MOBP	NODE_81_length_12951_cov_30.230237	239	12951	1	239	3687	3925	240	7	96.25	100.0	100.0	minus	8.800000000000002e-110	392	oriT
CP018949|MOBP	NODE_81_length_12951_cov_30.230237	239	12951	1	239	10111	10349	240	7	96.25	100.0	100.0	minus	8.800000000000002e-110	392	oriT
000555__CP019152_00006|rep_cluster_1247	NODE_103_length_4693_cov_58.282542	933	4693	1	933	1443	2375	933	8	99.143	100.0	100.0	minus	0.0	1679	replicon
000320__KT965092_00001|rep_cluster_1072	NODE_59_length_26504_cov_49.480894	948	26504	1	948	24856	25803	948	33	96.519	100.0	100.0	plus	0.0	1568	replicon
GQ900405|rep_cluster_2409	NODE_63_length_23858_cov_12.263269	1452	23858	314	1452	17192	18330	1139	101	91.133	78.0	99.0	minus	0.0	1544	replicon
GQ900465|rep_cluster_910	NODE_63_length_23858_cov_12.263269	954	23858	451	954	23355	23858	505	49	89.901	53.0	100.0	minus	0.0	649	replicon
GQ900449|rep_cluster_2341	NODE_71_length_19594_cov_11.185483	573	19594	1	573	14436	15008	573	28	95.113	100.0	100.0	minus	0.0	904	replicon
AF447813|rep_cluster_2222	NODE_81_length_12951_cov_30.230237	858	12951	1	777	208	983	777	90	88.288	91.0	91.0	plus	0.0	929	replicon
AF447813|rep_cluster_2222	NODE_81_length_12951_cov_30.230237	858	12951	1	777	6632	7407	777	90	88.288	91.0	91.0	plus	0.0	929	replicon
CP033534_00010|rep_cluster_1254	NODE_87_length_8596_cov_56.155467	606	8596	1	606	3085	3689	606	0	99.835	100.0	100.0	minus	0.0	1112	replicon
NZ_AEOY01000096_00007|MOBP	NODE_36_length_53732_cov_47.755561	300	53732	1	300	26129	27028	300	13	95.667	100.0	100.0	minus	0.0	600	relaxase
NZ_CM001803_00063|MOBP	NODE_4_length_287758_cov_37.061486	283	287758	1	283	255760	256608	283	23	91.873	100.0	100.0	minus	0.0	555	relaxase
NC_002774_00004|MOBQ	NODE_63_length_23858_cov_12.263269	640	23858	1	618	17261	19114	618	54	91.262	97.0	97.0	minus	0.0	1162	relaxase
NC_005566_00002|MOBP	NODE_81_length_12951_cov_30.230237	337	12951	1	337	4442	5452	337	25	92.582	100.0	100.0	plus	0.0	568	relaxase
NC_005566_00002|MOBP	NODE_81_length_12951_cov_30.230237	337	12951	1	337	10866	11876	337	25	92.582	100.0	100.0	plus	0.0	568	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_97_length_5564_cov_31.025984	300	5564	1	300	3906	4805	300	16	94.667	100.0	100.0	plus	0.0	593	relaxase
