sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR8024946	chromosome			NODE_2_length_109340_cov_15.673456	109340	0.3905889884763124	a5d26c5de145af88fec59563779a79ad	01166	JX441323	ISAba17	IS66	2491	411	2491	100683	102784						
ERR8024946	chromosome			NODE_30_length_37269_cov_14.273393	37269	0.42405216131369233	a0867444423d780820e72ec7999e6d64	01314	CP002457	ISPpu12	ISL3	3372	1	2238	34791	37029						
ERR8024946	chromosome			NODE_64_length_21932_cov_9.593230	21932	0.3800838956775488	e1c4b8ceea424c3b4dd00b1cbccb3b4a	00966	CP001182	ISAlw1	IS5	1039	1	1039	18839	19877						
ERR8024946	chromosome			NODE_89_length_14788_cov_9.655320	14788	0.3869353529889099	670e32be32111eac1b8e42186f602931	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	13293	14774						
ERR8024946	chromosome			NODE_158_length_5242_cov_110.217383	5242	0.49236932468523464	29ede31c1ce134cbaf58e0178db90a19	01399	CP016586.1	16s-rRNA	16S	1554	7	1544	3532	5064						
ERR8024946	chromosome			NODE_181_length_4050_cov_5.584156	4050	0.3565432098765432	54e26689017d524518056885f27affad	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	537	2018						
ERR8024946	plasmid	AC935	AM305	NODE_227_length_1561_cov_6.642271	1561	0.37283792440743113	c9cb9244501f9359cb14d3bdf63f0e59	00966	CP001182	ISAlw1	IS5	1039	1	1039	424	1462	1044	minus	100.0	84.579	0.0	1027
ERR8024946	plasmid	AC935	AM305	NODE_238_length_1309_cov_167.641322	1309	0.4163483575248281	4d540de7aa3f9f67bd60bc47aa778fd0	00470	FJ012880	ISAba18	IS3	1321	1	1321	2	1308	1322	minus	100.0	91.15	0.0	1779
ERR8024946	plasmid	AC935	AM305	NODE_248_length_1163_cov_60.261278	1163	0.3757523645743766	f9c4fc08be70a5d119fe176203239db9	00596	JX076770	ISAba21	IS3	1274	57	1219	1	1163	1163	minus	91.0	99.57	0.0	2121
ERR8024946	plasmid	AC935	AM305	NODE_253_length_1089_cov_19.447475	1089	0.3691460055096419	b35fbc6fefe81ccd40eb3405318a87f7	00704	KF702385	ISAba125	IS30	2175	1089	2175	2	1088	1087	plus	50.0	99.816	0.0	1997
ERR8024946	plasmid	AB408		NODE_108_length_11750_cov_10.748262	11750	0.39826654080494295	931f40bcb6447a0dbe635b63365c9a7f	00470	FJ012880	ISAba18	IS3	1321	1	1279	718	1982	1279	plus	97.0	93.823	0.0	1912
