qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_15_length_66331_cov_19.487967	1113	66331	1	1113	44476	45587	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_28_length_8830_cov_381.718589	951	8830	1	951	153	1103	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
NC_017163_00021|MOBF	NODE_15_length_66331_cov_19.487967	1091	66331	1	1091	6984	10256	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NC_017163_00020|MPF_T	NODE_15_length_66331_cov_19.487967	719	66331	1	719	4813	6969	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_15_length_66331_cov_19.487967	240	66331	1	240	21315	22034	240	0	100.0	100.0	100.0	plus	3.87e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_15_length_66331_cov_19.487967	438	66331	1	438	22047	23360	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_15_length_66331_cov_19.487967	214	66331	1	214	24391	25032	214	0	100.0	100.0	100.0	plus	1.09e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_15_length_66331_cov_19.487967	908	66331	1	908	25045	27768	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_15_length_66331_cov_19.487967	212	66331	1	212	28698	29333	212	0	100.0	100.0	100.0	plus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_15_length_66331_cov_19.487967	347	66331	1	347	29333	30373	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_15_length_66331_cov_19.487967	235	66331	1	235	30391	31095	235	0	100.0	100.0	100.0	plus	5.49e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_15_length_66331_cov_19.487967	685	66331	1	685	31095	33149	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_15_length_66331_cov_19.487967	475	66331	1	475	34359	35783	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_15_length_66331_cov_19.487967	1000	66331	1	1000	35802	38801	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
