qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_16_length_67970_cov_33.772097	1113	67970	1	1113	25107	26218	1113	8	99.191	100.0	100.0	minus	0.0	2004	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_22_length_15350_cov_79.814963	951	15350	1	951	176	1126	951	29	96.951	100.0	100.0	plus	0.0	1596	replicon
000523__LT594096_00001|rep_cluster_1226	NODE_28_length_5768_cov_46.647733	936	5768	1	936	4733	5668	936	10	98.932	100.0	100.0	minus	0.0	1674	replicon
NC_017163_00021|MOBF	NODE_16_length_67970_cov_33.772097	1091	67970	1	1091	58912	62184	1091	0	100.0	100.0	100.0	minus	0.0	2207	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_22_length_15350_cov_79.814963	284	15350	1	284	7028	7879	284	42	85.211	100.0	100.0	minus	5.95e-166	507	relaxase
NC_017163_00053|MPF_F	NODE_16_length_67970_cov_33.772097	1000	67970	1	1000	33594	36593	1000	0	100.0	100.0	100.0	minus	0.0	1831	mate-pair-formation
NC_017163_00052|MPF_F	NODE_16_length_67970_cov_33.772097	475	67970	1	475	36612	38036	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_16_length_67970_cov_33.772097	685	67970	1	685	39242	41296	685	3	99.562	100.0	100.0	minus	0.0	1414	mate-pair-formation
NC_010606_00080|MPF_F	NODE_16_length_67970_cov_33.772097	235	67970	1	235	41296	42000	235	1	99.574	100.0	100.0	minus	2.7200000000000003e-157	479	mate-pair-formation
NC_010606_00079|MPF_F	NODE_16_length_67970_cov_33.772097	347	67970	1	347	42018	43058	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_16_length_67970_cov_33.772097	212	67970	1	212	43058	43693	212	0	100.0	100.0	100.0	minus	1.2e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_16_length_67970_cov_33.772097	908	67970	1	908	44623	47346	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_16_length_67970_cov_33.772097	214	67970	1	214	47359	48000	214	0	100.0	100.0	100.0	minus	1.11e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_16_length_67970_cov_33.772097	438	67970	1	438	49031	50344	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_16_length_67970_cov_33.772097	240	67970	1	240	50357	51076	240	0	100.0	100.0	100.0	minus	3.93e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_16_length_67970_cov_33.772097	719	67970	1	719	62199	64355	719	0	100.0	100.0	100.0	minus	0.0	1447	mate-pair-formation
