qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000594__NZ_AFDL01000005_00001|rep_cluster_1280	NODE_204_length_2377_cov_1127.696664	573	2377	1	573	1324	1896	573	0	100.0	100.0	100.0	minus	0.0	1059	replicon
002092__CU459140_00002|rep_cluster_639	NODE_242_length_1325_cov_4.108483	1173	1325	1	1138	188	1325	1138	4	99.649	97.0	97.0	plus	0.0	2080	replicon
CP032270_00001|rep_cluster_1254	NODE_85_length_13660_cov_40.645823	930	13660	1	930	583	1512	930	4	99.57	100.0	100.0	plus	0.0	1696	replicon
NZ_AEOY01000096_00007|MOBP	NODE_132_length_6388_cov_7.737955	300	6388	1	300	5447	6346	300	12	96.0	100.0	100.0	plus	0.0	601	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_18_length_54954_cov_14.391523	300	54954	58	131	2	223	74	3	95.946	25.0	80.0	plus	3.1e-132	152	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_18_length_54954_cov_14.391523	300	54954	135	300	247	744	166	5	96.988	55.0	80.0	plus	3.1e-132	335	relaxase
NZ_CM001803_00063|MOBP	NODE_2_length_104799_cov_13.834709	283	104799	1	283	59368	60216	283	23	91.873	100.0	100.0	minus	0.0	555	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_2_length_104799_cov_13.834709	300	104799	1	134	104398	104799	134	10	92.537	45.0	98.0	plus	9.96e-81	263	relaxase
NZ_CM001803_00063|MOBP	NODE_34_length_36733_cov_9.032675	283	36733	1	283	7319	8167	283	21	92.58	100.0	100.0	plus	0.0	563	relaxase
CP032270_00014|MOBQ	NODE_85_length_13660_cov_40.645823	478	13660	1	478	12153	13586	478	7	98.536	100.0	100.0	plus	0.0	948	relaxase
