qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_24_length_54137_cov_13.539361	1113	54137	1	1113	24715	25826	1113	0	99.91	100.0	100.0	minus	0.0	2049	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_41_length_13155_cov_9.820159	930	13155	176	930	98	852	755	72	90.464	81.0	81.0	plus	0.0	996	replicon
NC_017163_00021|MOBF	NODE_40_length_13292_cov_13.161828	1091	13292	1	1091	3037	6309	1091	2	99.817	100.0	100.0	minus	0.0	2202	relaxase
NC_017163_00053|MPF_F	NODE_24_length_54137_cov_13.539361	1000	54137	1	1000	31502	34501	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_24_length_54137_cov_13.539361	475	54137	1	475	34520	35944	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_24_length_54137_cov_13.539361	685	54137	1	685	37154	39208	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_24_length_54137_cov_13.539361	235	54137	1	235	39208	39912	235	0	100.0	100.0	100.0	minus	5.47e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_24_length_54137_cov_13.539361	347	54137	1	347	39930	40970	347	0	100.0	100.0	100.0	minus	0.0	698	mate-pair-formation
NC_010606_00078|MPF_F	NODE_24_length_54137_cov_13.539361	212	54137	1	212	40970	41605	212	0	100.0	100.0	100.0	minus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_24_length_54137_cov_13.539361	908	54137	1	908	42535	45258	908	0	100.0	100.0	100.0	minus	0.0	1754	mate-pair-formation
NC_010606_00075|MPF_F	NODE_24_length_54137_cov_13.539361	214	54137	1	214	45271	45912	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_24_length_54137_cov_13.539361	438	54137	1	438	46943	48256	438	0	100.0	100.0	100.0	minus	0.0	862	mate-pair-formation
NC_010606_00071|MPF_F	NODE_24_length_54137_cov_13.539361	240	54137	1	240	48269	48988	240	0	100.0	100.0	100.0	minus	3.85e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_40_length_13292_cov_13.161828	719	13292	1	719	6324	8480	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
