qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000562__KT346360_00001|rep_cluster_1254	NODE_124_length_4084_cov_38.542535	930	4084	176	930	3231	3985	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
002211__NC_010606_00001|rep_cluster_734	NODE_23_length_52878_cov_33.411891	1113	52878	1	1113	42489	43600	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_96_length_8830_cov_355.810675	576	8830	262	576	1	315	315	0	100.0	55.0	100.0	plus	7.750000000000001e-167	582	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_96_length_8830_cov_355.810675	951	8830	1	951	7528	8478	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
NZ_ALIG01000010_00048|MOBP	NODE_165_length_1274_cov_85.638298	284	1274	1	284	46	897	284	39	86.268	100.0	100.0	minus	0.0	515	relaxase
NC_017163_00021|MOBF	NODE_23_length_52878_cov_33.411891	1091	52878	1	1091	5786	9058	1091	2	99.817	100.0	100.0	plus	0.0	2202	relaxase
NC_017163_00020|MPF_T	NODE_23_length_52878_cov_33.411891	719	52878	1	719	3615	5771	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
NC_010606_00071|MPF_F	NODE_23_length_52878_cov_33.411891	240	52878	1	240	19329	20048	240	0	100.0	100.0	100.0	plus	3.8e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_23_length_52878_cov_33.411891	438	52878	1	438	20061	21374	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_23_length_52878_cov_33.411891	214	52878	1	214	22405	23046	214	0	100.0	100.0	100.0	plus	1.07e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_23_length_52878_cov_33.411891	908	52878	1	908	23059	25782	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_23_length_52878_cov_33.411891	212	52878	1	212	26712	27347	212	0	100.0	100.0	100.0	plus	1.16e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_23_length_52878_cov_33.411891	347	52878	1	347	27347	28387	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_23_length_52878_cov_33.411891	235	52878	1	235	28405	29109	235	0	100.0	100.0	100.0	plus	5.39e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_23_length_52878_cov_33.411891	685	52878	1	685	29109	31163	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_23_length_52878_cov_33.411891	475	52878	1	475	32373	33797	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_23_length_52878_cov_33.411891	1000	52878	1	1000	33816	36815	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
