sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
ERR10852995	chromosome	-	-	NODE_10_length_120023_cov_16.351984	120023	0.4026644893062163	26967c6102701a426ac1076e2e157071	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_11_length_118997_cov_13.461412	118997	0.3814129767977344	8ef329f16660cb138d836831efcb0cd8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_12_length_118080_cov_17.735491	118080	0.393335027100271	8905e88f1ae81f48d68c472ce8a9c8d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_13_length_113317_cov_14.870577	113317	0.3865792423025671	81d696bc93e4c7e6215c7bd882e654b8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_14_length_108750_cov_11.814378	108750	0.37548505747126437	10be687ce3dff9fe60811c62303a7d2d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_15_length_107450_cov_15.114317	107450	0.3850628199162401	0f26799e9355d2cd8d9ee3e6940f5c4c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_16_length_101677_cov_12.107523	101677	0.3962548068884802	9246e052cb1d71f521759e0f27a4d9be	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_17_length_98098_cov_15.662119	98098	0.39257681094415786	48b463adb51c6070da5c5daf72587355	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_18_length_85396_cov_17.900137	85396	0.4066349711930301	7de72190fc6d6c0a60e1903117c64b50	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR10852995	chromosome	-	-	NODE_19_length_76608_cov_14.947902	76608	0.3869047619047619	7eca92c6ad59c84c5f79457abab317d0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
