qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_21_length_66421_cov_36.572027	1113	66421	1	1113	28311	29422	1113	0	99.91	100.0	100.0	plus	0.0	2049	replicon
000454__KY202458_00008|rep_cluster_1172	NODE_38_length_7639_cov_80.933952	951	7639	1	951	569	1519	951	1	99.895	100.0	100.0	minus	0.0	1751	replicon
000562__KT346360_00001|rep_cluster_1254	NODE_39_length_7636_cov_19.232321	930	7636	176	930	100	854	755	72	90.464	81.0	81.0	plus	0.0	996	replicon
NC_017163_00021|MOBF	NODE_21_length_66421_cov_36.572027	1091	66421	1	1091	61360	64632	1091	3	99.725	100.0	100.0	plus	0.0	2199	relaxase
NZ_AEOY01000096_00007|MOBP	NODE_40_length_7283_cov_20.296492	300	7283	1	300	1600	2499	300	19	93.667	100.0	100.0	plus	0.0	592	relaxase
NZ_AFDA02000010_00002|MOBQ	NODE_43_length_5259_cov_166.005039	307	5259	1	307	1557	2477	307	0	100.0	100.0	100.0	plus	0.0	589	relaxase
NZ_ALIG01000010_00048|MOBP	NODE_50_length_1579_cov_13.843919	284	1579	1	284	477	1328	284	39	86.268	100.0	100.0	plus	0.0	515	relaxase
NZ_AFDA02000009_00109|MPF_I	NODE_16_length_98339_cov_20.050295	272	98339	1	272	73315	74130	272	0	100.0	100.0	100.0	minus	4.28e-175	533	mate-pair-formation
NZ_AFDA02000009_00100|MPF_I	NODE_16_length_98339_cov_20.050295	238	98339	1	238	80901	81614	238	0	100.0	100.0	100.0	plus	5.58e-143	439	mate-pair-formation
NZ_AFDA02000009_00099|MPF_I	NODE_16_length_98339_cov_20.050295	376	98339	1	376	81635	82762	376	0	100.0	100.0	100.0	plus	0.0	651	mate-pair-formation
NZ_AFDA02000009_00090|MPF_I	NODE_16_length_98339_cov_20.050295	912	98339	1	912	92051	94786	912	0	100.0	100.0	100.0	plus	0.0	1713	mate-pair-formation
NC_010606_00071|MPF_F	NODE_21_length_66421_cov_36.572027	240	66421	1	240	5149	5868	240	0	100.0	100.0	100.0	plus	4.16e-151	462	mate-pair-formation
NC_010606_00072|MPF_F	NODE_21_length_66421_cov_36.572027	438	66421	1	438	5881	7194	438	0	100.0	100.0	100.0	plus	0.0	862	mate-pair-formation
NC_010606_00075|MPF_F	NODE_21_length_66421_cov_36.572027	214	66421	1	214	8225	8866	214	0	100.0	100.0	100.0	plus	1.17e-145	445	mate-pair-formation
NC_010606_00076|MPF_T	NODE_21_length_66421_cov_36.572027	908	66421	1	908	8879	11602	908	0	100.0	100.0	100.0	plus	0.0	1754	mate-pair-formation
NC_010606_00078|MPF_F	NODE_21_length_66421_cov_36.572027	212	66421	1	212	12532	13167	212	0	100.0	100.0	100.0	plus	1.27e-140	431	mate-pair-formation
NC_010606_00079|MPF_F	NODE_21_length_66421_cov_36.572027	347	66421	1	347	13167	14207	347	0	100.0	100.0	100.0	plus	0.0	698	mate-pair-formation
NC_010606_00080|MPF_F	NODE_21_length_66421_cov_36.572027	235	66421	1	235	14225	14929	235	0	100.0	100.0	100.0	plus	5.91e-158	481	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_21_length_66421_cov_36.572027	685	66421	1	685	14929	16983	685	0	100.0	100.0	100.0	plus	0.0	1419	mate-pair-formation
NC_017163_00052|MPF_F	NODE_21_length_66421_cov_36.572027	475	66421	1	475	18193	19617	475	0	100.0	100.0	100.0	plus	0.0	983	mate-pair-formation
NC_017163_00053|MPF_F	NODE_21_length_66421_cov_36.572027	1000	66421	1	1000	19636	22635	1000	6	99.4	100.0	100.0	plus	0.0	1822	mate-pair-formation
NC_017163_00020|MPF_T	NODE_21_length_66421_cov_36.572027	719	66421	1	719	59189	61345	719	4	99.444	100.0	100.0	plus	0.0	1437	mate-pair-formation
