qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
002211__NC_010606_00001|rep_cluster_734	NODE_21_length_67227_cov_35.675754	1113	67227	1	1113	20395	21506	1113	1	99.82	100.0	100.0	minus	0.0	2043	replicon
000453__KU549174_00001|rep_cluster_1172	NODE_37_length_10077_cov_133.702345	951	10077	1	951	2896	3846	951	0	100.0	100.0	100.0	plus	0.0	1757	replicon
NZ_ALIG01000010_00048|MOBP	NODE_13_length_157582_cov_20.114831	284	157582	1	284	66806	67657	284	39	86.268	100.0	100.0	plus	1.05e-168	515	relaxase
NC_017163_00021|MOBF	NODE_21_length_67227_cov_35.675754	1091	67227	1	1091	52653	55925	1091	3	99.725	100.0	100.0	minus	0.0	2199	relaxase
LN865144_00010|MOBQ	NODE_37_length_10077_cov_133.702345	477	10077	1	477	915	2348	478	41	91.213	100.0	100.0	plus	0.0	908	relaxase
NC_017163_00053|MPF_F	NODE_21_length_67227_cov_35.675754	1000	67227	1	1000	27182	30181	1000	6	99.4	100.0	100.0	minus	0.0	1822	mate-pair-formation
NC_017163_00052|MPF_F	NODE_21_length_67227_cov_35.675754	475	67227	1	475	30200	31624	475	0	100.0	100.0	100.0	minus	0.0	983	mate-pair-formation
NZ_AEOY01000095_00077|MPF_F	NODE_21_length_67227_cov_35.675754	685	67227	1	685	32834	34888	685	0	100.0	100.0	100.0	minus	0.0	1419	mate-pair-formation
NC_010606_00080|MPF_F	NODE_21_length_67227_cov_35.675754	235	67227	1	235	34888	35592	235	0	100.0	100.0	100.0	minus	5.47e-158	481	mate-pair-formation
NC_010606_00079|MPF_F	NODE_21_length_67227_cov_35.675754	347	67227	1	347	35610	36650	347	1	99.712	100.0	100.0	minus	0.0	697	mate-pair-formation
NC_010606_00078|MPF_F	NODE_21_length_67227_cov_35.675754	212	67227	1	212	36650	37285	212	0	100.0	100.0	100.0	minus	1.1799999999999998e-140	431	mate-pair-formation
NC_010606_00076|MPF_T	NODE_21_length_67227_cov_35.675754	908	67227	1	908	38215	40938	908	2	99.78	100.0	100.0	minus	0.0	1749	mate-pair-formation
NC_010606_00075|MPF_F	NODE_21_length_67227_cov_35.675754	214	67227	1	214	40951	41592	214	0	100.0	100.0	100.0	minus	1.09e-145	445	mate-pair-formation
NC_010606_00072|MPF_F	NODE_21_length_67227_cov_35.675754	438	67227	1	438	42623	43936	438	1	99.772	100.0	100.0	minus	0.0	860	mate-pair-formation
NC_010606_00071|MPF_F	NODE_21_length_67227_cov_35.675754	240	67227	1	240	43949	44668	240	0	100.0	100.0	100.0	minus	3.85e-151	462	mate-pair-formation
NC_017163_00020|MPF_T	NODE_21_length_67227_cov_35.675754	719	67227	1	719	55940	58096	719	4	99.444	100.0	100.0	minus	0.0	1437	mate-pair-formation
