sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ERR10783156	chromosome			NODE_33_length_8871_cov_8.123233	8871	0.46342013301769813	6ea05ef79c290c2e0d7479b81558e2f0	00418	KF702385	ISAba14	IS3	1283	1	1283	142	1424						
ERR10783156	chromosome			NODE_38_length_5298_cov_25.981535	5298	0.495	e8f04daf068ac610c8ad27b4ebf2137c	01399	CP016586.1	16s-rRNA	16S	1554	7	1544	3751	5283						
ERR10783156	chromosome			NODE_51_length_1482_cov_12.010846	1482	0.4406207827260459	e64f3985d12e39d2460c469791ae6c67	01364	CP012956	ISAba32	ISNCY	1482	1	1482	1	1482						
ERR10783156	plasmid	AB114	AJ689	NODE_25_length_25702_cov_5.707691	25702	0.3907867092055093	c74a6fbae35ec325fd271ebd53ec4296	00470	FJ012880	ISAba18	IS3	1321	1	1321	13024	14330	1322	minus	100.0	93.343	0.0	1940
ERR10783156	plasmid	AB114	AJ689	NODE_25_length_25702_cov_5.707691	25702	0.3907867092055093	c74a6fbae35ec325fd271ebd53ec4296	00345	CP001182	ISAba26	IS256	1318	1	1318	24272	25603	1336	plus	100.0	85.404	0.0	1367
ERR10783156	plasmid	AB114	AJ689	NODE_45_length_2512_cov_21.532118	2512	0.46496815286624205	a7128a08872befbe144ba62b8ac94638	01166	JX441323	ISAba17	IS66	2491	411	2491	411	2512	2102	plus	84.0	90.2	0.0	2721
ERR10783156	plasmid	AB114	AJ689	NODE_52_length_1274_cov_14.866383	1274	0.37755102040816324	d51c64c81b4287f7492209ac8d05736f	00596	JX076770	ISAba21	IS3	1274	1	1274	1	1274	1274	minus	100.0	99.529	0.0	2320
ERR10783156	plasmid	AC940		NODE_28_length_23283_cov_9.899198	23283	0.37065670231499376	f557cc32ce772580794c5702475b9636	00962	CP024418	ISAba12	IS5	1039	1	1039	13751	14788	1039	minus	100.0	97.209	0.0	1757
ERR10783156	plasmid	AC940		NODE_28_length_23283_cov_9.899198	23283	0.37065670231499376	f557cc32ce772580794c5702475b9636	00516	MF399199	ISMca3	IS3	1309	1	1309	18113	19435	1323	minus	100.0	91.156	0.0	1783
ERR10783156	plasmid	AC940		NODE_42_length_4204_cov_12.073325	4204	0.48287345385347286	359a553782df0429f92f5dc70c2d722c	00675	JQ241792	ISC1041	IS30	3072	1870	3072	1984	3186	1203	plus	39.0	99.335	0.0	2178
ERR10783156	plasmid	AC940		NODE_50_length_1482_cov_19.809834	1482	0.4338731443994602	9bf52576bfabe36e9770aea936a9dd28	01361	KY617771	ISAjo2	ISNCY	1482	1	1482	1	1482	1482	minus	100.0	91.296	0.0	2023
